#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.movie_name,ltable.year,ltable.directors,ltable.actors,ltable.critic_rating,ltable.genre,ltable.pg_rating,ltable.duration,rtable.movie_name,rtable.year,rtable.directors,rtable.actors,rtable.movie_rating,rtable.genre,rtable.duration
298,2208,1208,Transformers: Dark of the Moon,2011,Michael Bay,"Shia LaBeouf,Rosie Huntington-Whiteley,Josh Duhamel,John Turturro,Tyrese Gibson,Patrick Dempsey,Frances McDormand,John Malkovich,Kevin Dunn,Julie White,Alan Tudyk,Ken Jeong,Glenn Morshower",1.0,"Action, Adventure, Science Fiction",Rated PG-13,154 minutes,Transformers: Dark of the Moon,2011,Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson",6.3,"Action, Adventure, Sci-Fi",154 min 
299,2225,5508,Seven,1995,David Fincher,"Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Richard Roundtree",4.0,"Action, Drama",Rated R,127 minutes,Seven,1979,Andy Sidaris,"William Smith, John Alderman, Henry Ayau",6.1,"Action, Drama",100 min 
300,2228,1218,Attack the Block,2011,,"John Boyega,Jodie Whittaker,Alex Esmail,Luke Treadaway,Simon Howard,Nick Frost",3.0,"Action, Comedy, Foreign, Science Fiction",Rated R,88 minutes,Attack the Block,2011,Joe Cornish,"John Boyega, Jodie Whittaker, Alex Esmail",6.6,"Action, Comedy, Sci-Fi",88 min 
301,2245,1214,Killer Elite,2011,Gary Mc,"Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,Aden Young",3.0,"Action, Adventure, Thriller",Rated R,116 minutes,Killer Elite,2011,Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro",6.5,"Action, Crime, Thriller",116 min 
302,2245,5796,Killer Elite,2011,Gary Mc,"Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,Aden Young",3.0,"Action, Adventure, Thriller",Rated R,116 minutes,The Killer Elite,1975,Sam Peckinpah,"James Caan, Robert Duvall, Arthur Hill",6.0,"Action, Crime, Thriller",122 min 
303,2246,1463,Detective Dee and the Mystery of the Phantom Flame,2011,Tsui Hark,"Andy Lau,Carina Lau,Li Bingbing,Tony Leung Ka-fai,Chao Deng",3.5,"Action, Crime, Foreign, Thriller",Rated PG-13,119 minutes,Detective Dee: Mystery of the Phantom Flame,2010,Hark Tsui,"Tony Ka Fai Leung, Chao Deng, Carina Lau",6.6,"Action, Adventure, Drama",119 min 
304,2248,1240,Machine Gun Preacher,2011,Marc Forster,"Gerard Butler,Michael Shannon,Michelle Monaghan,Kathy Baker,Souleymane Sy Savane,Madeline Carroll",2.0,"Action, Crime, Thriller",Rated R,129 minutes,Machine Gun Preacher,2011,Marc Forster,"Gerard Butler, Michelle Monaghan, Michael Shannon",6.8,"Action, Biography, Crime",129 min 
305,2252,1319,Weekend,2011,,"Tom Cullen,Chris New,Jonathan Race,Laura Freeman,Jonathan Wright,Loretto Murray",3.0,"Drama, Foreign, Romance",Rated NR,96 minutes,Weekend,2011,Cezary Pazura,"Pawel Malaszynski, Malgorzata Socha, Michal Lewandowski",4.0,"Action, Comedy, Crime",121 min 
306,2254,1252,30 Minutes or Less,2011,Ruben Fleischer,"Jesse Eisenberg,Danny McBride,Aziz Ansari,Nick Swardson,Dilshad Vadsaria,Michael Pena,Bianca Kajlich,Fred Ward",2.0,"Action, Adventure, Comedy",Rated R,83 minutes,30 Minutes or Less,2011,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Nick Swardson",6.2,"Action, Comedy, Crime",83 min 
307,2255,2818,Point Blank,2011,Fred Cavaye,"Gilles Lellouche,Roschdy Zem,Gerard Lanvin,Elena Anaya,Mireille Perrier,Claire Perot",3.0,"Action, Crime, Foreign, Thriller",Rated R,84 minutes,At Point Blank,2003,Peter Lindmark,"Sofia Helin, Mikael Persbrandt, Stefan Sauk",4.8,"Action, Crime, Thriller",105 min 
308,2255,3485,Point Blank,2011,Fred Cavaye,"Gilles Lellouche,Roschdy Zem,Gerard Lanvin,Elena Anaya,Mireille Perrier,Claire Perot",3.0,"Action, Crime, Foreign, Thriller",Rated R,84 minutes,Point Blank,1998,Matt Earl Beesley,"Mickey Rourke, Danny Trejo, Frederic Forrest",4.1,"Action, Crime, Drama",89 min 
309,2255,6272,Point Blank,2011,Fred Cavaye,"Gilles Lellouche,Roschdy Zem,Gerard Lanvin,Elena Anaya,Mireille Perrier,Claire Perot",3.0,"Action, Crime, Foreign, Thriller",Rated R,84 minutes,Point Blank,1967,John Boorman,"Lee Marvin, Angie Dickinson, Keenan Wynn",7.4,"Action, Crime, Drama",92 min 
310,2259,1170,Conan the Barbarian,2011,Marcus Nispel,"Jason Momoa,Stephen Lang,Rose McGowan,Rachel Nichols,Ron Perlman,Leo Howard",1.5,"Action, Adventure, Fantasy, Science Fiction, Thriller",Rated R,113 minutes,Conan the Barbarian,2011,Marcus Nispel,"Jason Momoa, Ron Perlman, Rose McGowan",5.2,"Action, Adventure, Fantasy",113 min 
311,2265,1219,5 Days of War,2011,Renny Harlin,"Rupert Friend,Richard Coyle,Emmanuelle Chriqui,Johnathon Schaech,Val Kilmer,Andy Garcia,Heather Graham",1.5,"Action, Comedy, Drama, Romance, Thriller",Rated R,113 minutes,5 Days of War,2011,Renny Harlin,"Rupert Friend, Emmanuelle Chriqui, Richard Coyle",5.6,"Action, Drama, War",113 min 
312,2276,1188,Bellflower,2011,,"Evan Glodell,Jessie Wiseman,Tyler Dawson,Rebekah Brandes,Vincent Grashaw",3.0,"Action, Drama, Indie, Romance",Rated R,106 minutes,Bellflower,2011,Evan Glodell,"Evan Glodell, Tyler Dawson, Jessie Wiseman",6.4,"Action, Drama, Romance",106 min 
313,2277,3016,Drive,2011,Nicolas Winding Refn,"Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,Ron Perlman,Oscar Isaac",3.5,"Action, Crime, Drama, Thriller",Rated R,100 minutes,Driven,2001,Renny Harlin,"Sylvester Stallone, Kip Pardue, Til Schweiger",4.5,"Action, Drama, Sport",116 min 
314,2277,3507,Drive,2011,Nicolas Winding Refn,"Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,Ron Perlman,Oscar Isaac",3.5,"Action, Crime, Drama, Thriller",Rated R,100 minutes,Drive,1997,Steve Wang,"Mark Dacascos, Kadeem Hardison, John Pyper-Ferguson",6.9,"Action, Adventure, Sci-Fi",100 min 
315,2281,1727,The Way,2011,,"Martin Sheen,Emilio Estevez,Deborah Kara Unger,Yorick Van Wageningen,James Nesbitt,Tcheky Karyo,Spencer Garrett,Angela Molina",3.0,"Action, Adventure, Comedy, Crime, Drama, Indie",Rated PG-13,128 minutes,The Way,2009,Vladimir Pasichnik,"Dmitriy Nosov, Aleksey Orlov, Dmitriy Maksimov",4.7,"Action, Adventure",90 min 
316,2282,1165,Real Steel,2011,Shawn Levy,"Hugh Jackman,Dakota Goyo,Evangeline Lilly,Anthony Mackie,Kevin Durand,Hope Davis,James Rebhorn",3.0,"Action, Drama, Science Fiction, Sport",Rated PG-13,127 minutes,Real Steel,2011,Shawn Levy,"Hugh Jackman, Evangeline Lilly, Dakota Goyo",7.1,"Action, Drama, Sci-Fi",127 min 
317,2287,1254,Blackthorn,2011,Mateo Gil,"Sam Shepard,Eduardo Noriega,Stephen Rea,Magaly Solier,Dominique McElligott,Nikolaj Coster-Waldau,Padraic Delaney",2.0,"Action, Western",Rated R,98 minutes,Blackthorn,2011,Mateo Gil,"Sam Shepard, Eduardo Noriega, Stephen Rea",6.6,"Action, Adventure, Western",102 min 
318,2295,1868,The Fighter,2010,David O. Russell,"Mark Wahlberg,Christian Bale,Melissa Leo,Amy Adams,Jack McGee",2.5,"Drama, Sport",Rated R,116 minutes,The Fighter,2009,Javier Barbera,"Rafael Amaya, Ana Layevska, Tony Munoz",3.9,Action,90 min 
319,2308,1426,Unstoppable,2010,Tony Scott,"Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,Kevin Dunn",3.5,"Action, Thriller",Rated PG-13,98 minutes,Unstoppable,2010,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson",6.8,"Action, Thriller",98 min 
320,2308,2616,Unstoppable,2010,Tony Scott,"Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,Kevin Dunn",3.5,"Action, Thriller",Rated PG-13,98 minutes,Unstoppable,2004,David Carson,"Wesley Snipes, Jacqueline Obradors, Stuart Wilson",4.9,"Action, Adventure, Drama",96 min 
321,2314,482,Monsters,2010,,,3.5,"Drama, Foreign, Science Fiction, Thriller",Rated R,94 minutes,Monster,2014,In-ho Hwang,,6.2,Action,113 min 
322,2320,1537,Faster,2010,George Tillman Jr,,2.5,"Action, Drama, Thriller",Rated R,98 minutes,Faster,2010,George Tillman Jr.,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace",6.5,"Action, Crime, Drama",98 min 
323,2321,1451,The Nutcracker in 3D,2010,Andrei Konchalovsky,,1.0,"Action, Family, Fantasy, Science Fiction",Rated PG,110 minutes,The Nutcracker in 3D,2010,Andrey Konchalovskiy,"Elle Fanning, Nathan Lane, John Turturro",4.4,"Action, Family, Fantasy",110 min 
324,2332,1168,Season of the Witch,2011,Dominic Sena,"Nicolas Cage,Ron Perlman,Claire Foy,Robert Sheehan,Christopher Lee",2.0,"Action, Adventure, Drama, Fantasy, Science Fiction, Thriller",Rated PG-13,95 minutes,Season of the Witch,2011,Dominic Sena,"Nicolas Cage, Ron Perlman, Claire Foy",5.4,"Action, Adventure, Fantasy",95 min 
325,2338,1167,The Mechanic,2011,Simon West,"Jason Statham,Ben Foster,Tony Goldwyn,Donald Sutherland,Jeff Chase",2.0,"Action, Adventure, Crime, Drama, Thriller",Rated R,93 minutes,The Mechanic,2011,Simon West,"Jason Statham, Ben Foster, Donald Sutherland",6.6,"Action, Crime, Thriller",93 min 
326,2338,3242,The Mechanic,2011,Simon West,"Jason Statham,Ben Foster,Tony Goldwyn,Donald Sutherland,Jeff Chase",2.0,"Action, Adventure, Crime, Drama, Thriller",Rated R,93 minutes,The Mechanism,2000,Djordje Milosavljevic,"Ivana Mihic, Nikola Kojo, Andrej Sepetkovski",5.9,"Action, Crime",94 min 
327,2338,6037,The Mechanic,2011,Simon West,"Jason Statham,Ben Foster,Tony Goldwyn,Donald Sutherland,Jeff Chase",2.0,"Action, Adventure, Crime, Drama, Thriller",Rated R,93 minutes,The Mechanic,1972,Michael Winner,"Charles Bronson, Jan-Michael Vincent, Keenan Wynn",7.0,"Action, Crime, Thriller",100 min 
328,2339,1176,The Green Hornet,2011,Michel Gondry,"Jay Chou,Cameron Diaz,Tom Wilkinson,Christoph Waltz,David Harbour,Edward James Olmos",1.0,"Action, Comedy, Crime",Rated PG-13,119 minutes,The Green Hornet,2011,Michel Gondry,"Seth Rogen, Jay Chou, Christoph Waltz",5.9,"Action, Comedy, Crime",119 min 
329,2339,5911,The Green Hornet,2011,Michel Gondry,"Jay Chou,Cameron Diaz,Tom Wilkinson,Christoph Waltz,David Harbour,Edward James Olmos",1.0,"Action, Comedy, Crime",Rated PG-13,119 minutes,The Green Hornet,1974,William Beaudine,"Van Williams, Bruce Lee, Charles Bateman",5.2,"Action, Crime, Sci-Fi",90 min 
330,2346,1178,The Eagle,2011,Kevin MacDonald,"Channing Tatum,Jamie Bell,Donald Sutherland,Mark Strong,Tahar Rahim,Denis O'Hare",3.0,"Action, Adventure, Drama, Thriller",Rated PG-13,114 minutes,The Eagle,2011,Kevin Macdonald,"Channing Tatum, Jamie Bell, Donald Sutherland",6.2,"Action, Adventure, Drama",114 min 
331,2351,1217,I Am Number Four,2011,D.J. Caruso,"Alex Pettyfer,Timothy Olyphant,Dianna Agron,Callan McAuliffe",1.5,"Action, Adventure, Drama, Science Fiction, Thriller",Rated PG-13,109 minutes,I Am Number Four,2011,D.J. Caruso,"Alex Pettyfer, Timothy Olyphant, Dianna Agron",6.1,"Action, Adventure, Sci-Fi",109 min 
332,2352,1209,Unknown,2011,Jaume Collet-Serra,"Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,Bruno Ganz,Frank Langella",2.0,"Action, Drama, Indie, Mystery, Thriller",Rated PG-13,113 minutes,Unknown,2011,Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones",6.9,"Action, Mystery, Thriller",113 min 
333,2358,1220,Drive Angry 3D,2011,Patrick Lussier,"Nicolas Cage,Amber Heard,William Fichtner,Billy Burke,David Morse,Todd Farmer,Christa Campbell,Charlotte Ross,Tom Atkins,Jack McGee",2.0,,Rated R,,Drive Angry,2011,Patrick Lussier,"Nicolas Cage, Amber Heard, William Fichtner",5.5,"Action, Comedy, Fantasy",104 min 
334,2359,1488,The Tourist,2010,Florian Henckel,"Angelina Jolie,Johnny Depp,Paul Bettany,Timothy Dalton,Steven Berkoff,Rufus Sewell",2.0,"Action, Mystery, Romance, Thriller",Rated PG,103 minutes,The Tourist,2010,Florian Henckel von Donnersmarck,"Johnny Depp, Angelina Jolie, Paul Bettany",6.0,"Action, Romance, Thriller",103 min 
335,2366,1489,RED,2010,Robert Schwentke,"Bruce Willis,Morgan Freeman,John Malkovich,Helen Mirren,Karl Urban,Mary-Louise Parker,Brian Cox,Rebecca Pidgeon,Ernest Borgnine,James Remar,Richard Dreyfuss",2.0,"Action, Adventure, Comedy, Crime, Thriller",Rated PG-13,111 minutes,RED,2010,Robert Schwentke,"Bruce Willis, Helen Mirren, Morgan Freeman",7.1,"Action, Comedy, Crime",111 min 
336,2370,5825,Stone,2010,John Curran,"Robert De Niro,Edward Norton,Milla Jovovich,Frances Conroy,Enver Gjokaj,Pepper Binkley",3.0,"Crime, Drama, Mystery, Suspense, Thriller",Rated R,105 minutes,Stoner,1974,Feng Huang,"George Lazenby, Angela Mao, Betty Ting Pei",6.0,"Action, Thriller",107 min 
337,2370,5881,Stone,2010,John Curran,"Robert De Niro,Edward Norton,Milla Jovovich,Frances Conroy,Enver Gjokaj,Pepper Binkley",3.0,"Crime, Drama, Mystery, Suspense, Thriller",Rated R,105 minutes,Stone,1974,Sandy Harbutt,"Ken Shorter, Sandy Harbutt, Deryck Barnes",6.5,"Action, Drama, Adventure",103 min 
338,2374,2966,The Circus,1928,,,4.0,"Comedy, Drama, Family, Romance",Rated Unrated,71 minutes,The Circuit,2002,Jalal Merhi,"Olivier Gruner, Simon Kim, James Kim",3.7,"Action, Drama, Sport",91 min 
339,2380,5590,Superman,1978,,,4.0,"Action, Family, Fantasy, Science Fiction",Rated PG,143 minutes,Superman,1978,Richard Donner,"Christopher Reeve, Margot Kidder, Gene Hackman",7.3,"Action, Drama, Sci-Fi",143 min 
340,2382,1441,Megamind,2010,Tom McGrath,"Will Ferrell,Tina Fey,Jonah Hill,David Cross,Brad Pitt",3.0,"Action, Animation, Comedy, Family",Rated PG,95 minutes,Megamind,2010,Tom McGrath,"Will Ferrell, Jonah Hill, Brad Pitt",7.3,"Animation, Action, Comedy",95 min 
341,2383,3828,Fair Game,2010,Doug Liman,"Naomi Watts,Sean Penn,Sam Shepard,Noah Emmerich,Michael Kelly,Bruce McGill",3.0,"Drama, Thriller",Rated PG-13,108 minutes,Fair Game,1995,Andrew Sipes,"William Baldwin, Cindy Crawford, Steven Berkoff",4.1,"Action, Crime, Thriller",91 min 
342,2383,4908,Fair Game,2010,Doug Liman,"Naomi Watts,Sean Penn,Sam Shepard,Noah Emmerich,Michael Kelly,Bruce McGill",3.0,"Drama, Thriller",Rated PG-13,108 minutes,Fair Game,1986,Mario Andreacchio,"Cassandra Delaney, Peter Ford, David Sandford",6.0,"Action, Horror, Thriller",90 min 
343,2386,1425,Prince of Persia: The Sands of Time,2010,Mike Newell,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Toby Kebbell",2.0,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,116 minutes,Prince of Persia: The Sands of Time,2010,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley",6.6,"Action, Adventure, Fantasy",116 min 
344,2396,1469,The Karate Kid,2010,Harald Zwart,"Jaden Smith,Jackie Chan,Taraji P. Henson,Han Wenwen",3.5,"Action, Adventure, Drama, Family",Rated PG,140 minutes,The Karate Kid,2010,Harald Zwart,"Jackie Chan, Jaden Smith, Taraji P. Henson",6.2,"Action, Drama, Family",140 min 
345,2396,5153,The Karate Kid,2010,Harald Zwart,"Jaden Smith,Jackie Chan,Taraji P. Henson,Han Wenwen",3.5,"Action, Adventure, Drama, Family",Rated PG,140 minutes,The Karate Kid,1984,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue",7.2,"Action, Drama, Family",126 min 
346,2405,1422,The A-Team,2010,Joe Carnahan,"Liam Neeson,Jessica Biel,Bradley Cooper,Sharlto Copley,Quinton,Patrick Wilson",1.5,"Action, Thriller",Rated PG-13,117 minutes,The A-Team,2010,Joe Carnahan,"Liam Neeson, Bradley Cooper, Sharlto Copley",6.8,"Action, Adventure, Comedy",117 min 
347,2406,1453,Jonah Hex,2010,Jimy Hayward,"Josh Brolin,John Malkovich,Megan Fox,Michael Fassbender,Will Arnett,John Gallagher Jr.,Tom Wopat,Michael Shannon,Wes Bentley,Julia Jones",2.0,"Action, Adventure, Drama, Science Fiction, Thriller, Western",Rated PG-13,80 minutes,Jonah Hex,2010,Jimmy Hayward,"Josh Brolin, Megan Fox, John Malkovich",4.6,"Action, Drama, Fantasy",81 min 
348,2411,1442,Knight and Day,2010,James Mangold,"Tom Cruise,Cameron Diaz,Peter Sarsgaard,Viola Davis,Jordi Molla,Celia Weston",3.0,"Action, Adventure, Comedy, Romance",Rated PG-13,109 minutes,Knight and Day,2010,James Mangold,"Tom Cruise, Cameron Diaz, Peter Sarsgaard",6.3,"Action, Comedy, Romance",109 min 
349,2420,1433,The Last Airbender,2010,,"Noah Ringer,Dev Patel,Nicola Peltz,Jackson Rathbone,Shaun Toub,Aasif Mandvi,Cliff Curtis",0.5,"Action, Adventure, Family, Fantasy, Science Fiction",Rated PG,103 minutes,The Last Airbender,2010,M. Night Shyamalan,"Noah Ringer, Nicola Peltz, Jackson Rathbone",4.3,"Action, Adventure, Family",103 min 
350,2431,4849,Predators,2010,Nimrod Antal,"Adrien Brody,Topher Grace,Danny Trejo,Alice Braga,Walton Goggins,Oleg Taktarov,Laurence Fishburne",2.0,"Action, Adventure, Horror, Science Fiction",Rated R,107 minutes,Predator,1987,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall",7.8,"Action, Horror, Sci-Fi",107 min 
351,2432,1437,The Sorcerer's Apprentice,2010,Jon Turteltaub,"Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,Monica Bellucci,Alice Krige,Jake Cherry,James A. Stephens",2.5,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",Rated PG,109 minutes,The Sorcerer's Apprentice,2010,Jon Turteltaub,"Nicolas Cage, Jay Baruchel, Alfred Molina",6.1,"Action, Adventure, Comedy",109 min 
352,2439,716,Legendary,2010,Mel Damski,"John Cena,Patricia Clarkson,Devon Graye,Danny Glover,Madeleine Martin,Tyler Posey",2.0,"Drama, Indie",Rated PG-13,,Legendary,2013,Eric Styles,"Scott Adkins, Dolph Lundgren, Yi Huang",3.8,"Action, Adventure",92 min 
353,2455,621,Hatchet II,2010,,"Danielle Harris,Tony Todd,Kane Hodder,Parry Shen,Tom Holland,R.A. Mihailoff",1.5,"Action, Comedy, Horror",Rated NR,89 minutes,Hatchet III,2013,BJ McDonnell,"Danielle Harris, Kane Hodder, Zach Galligan",5.6,"Action, Comedy, Horror",81 min 
354,2460,1434,Salt,2010,Phillip Noyce,"Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,Andre Braugher,Hunt Block",4.0,"Action, Thriller",Rated PG-13,100 minutes,Salt,2010,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor",6.4,"Action, Crime, Mystery",100 min 
355,2471,1819,Vengeance,2010,Johnnie To,"Johnny Hallyday,Sylvie Testud,Anthony Wong,Lam Ka-tung,Lam Suet,Simon Yam",3.5,"Action, Foreign, Horror, Thriller",Rated NR,108 minutes,Vengeance,2009,Johnnie To,"Johnny Hallyday, Sylvie Testud, Anthony Chau-Sang Wong",6.6,"Action, Crime, Drama",108 min 
356,2471,2350,Vengeance,2010,Johnnie To,"Johnny Hallyday,Sylvie Testud,Anthony Wong,Lam Ka-tung,Lam Suet,Simon Yam",3.5,"Action, Foreign, Horror, Thriller",Rated NR,108 minutes,Vengeance,2006,Gil Medina,"Danny Trejo, 50 Cent, Houston Alexander",3.8,"Action, Crime, Drama",90 min 
357,2471,6134,Vengeance,2010,Johnnie To,"Johnny Hallyday,Sylvie Testud,Anthony Wong,Lam Ka-tung,Lam Suet,Simon Yam",3.5,"Action, Foreign, Horror, Thriller",Rated NR,108 minutes,Vengeance,1970,Cheh Chang,"David Chiang, Lung Ti, Ping Wang",7.2,"Action, Drama, Romance",98 min 
358,2479,505,Centurion,2010,,"Michael Fassbender,Dominic West,Olga Kurylenko,Imogen Poots,Noel Clarke",2.5,"Action, Drama, Foreign, Thriller",Rated R,97 minutes,Centurion AD,2014,Brian Reed Garvin,"Katherine Randolph, Brian Reed Garvin, Martin Horsey",6.9,"Action, Adventure, Sci-Fi",102 min 
359,2479,1444,Centurion,2010,,"Michael Fassbender,Dominic West,Olga Kurylenko,Imogen Poots,Noel Clarke",2.5,"Action, Drama, Foreign, Thriller",Rated R,97 minutes,Centurion,2010,Neil Marshall,"Michael Fassbender, Dominic West, Olga Kurylenko",6.4,"Action, Adventure, Drama",97 min 
360,2480,1450,The Bounty Hunter,2010,Andy Tennant,"Jennifer Aniston,Gerard Butler,Jason Sudeikis,Christine Baranski",1.5,"Action, Comedy, Romance",Rated PG-13,110 minutes,The Bounty Hunter,2010,Andy Tennant,"Jennifer Aniston, Gerard Butler, Gio Perez",5.5,"Action, Comedy, Romance",110 min 
361,2480,4377,The Bounty Hunter,2010,Andy Tennant,"Jennifer Aniston,Gerard Butler,Jason Sudeikis,Christine Baranski",1.5,"Action, Comedy, Romance",Rated PG-13,110 minutes,The Bounty Hunter,1990,Robert Ginty,"Robert Ginty, Bo Hopkins, Loeta Waterdown",4.3,"Action, Crime",90 min 
362,2481,1787,District 13: Ultimatum,2010,Patrick Alessandrin,"Cyril Raffaelli,David Belle,Philippe Torreton,Daniel Duval,Elodie Yung",3.0,"Action, Crime, Foreign, Science Fiction, Thriller",Rated R,101 minutes,District 13: Ultimatum,2009,Patrick Alessandrin,"Cyril Raffaelli, David Belle, Philippe Torreton",6.5,"Action, Crime, Thriller",101 min 
363,2482,5939,The Crazies,2010,Breck Eisner,"Timothy Olyphant,Radha Mitchell,Joe Anderson,Danielle Panabaker,Christie Lynn Smith,Brett Rickaby,Preston Bailey,John Aylward",2.5,"Action, Horror, Thriller",Rated R,101 minutes,The Crazies,1973,George A. Romero,"Lane Carroll, Will MacMillan, Harold Wayne Jones",6.1,"Action, Horror, Sci-Fi",103 min 
364,2489,6663,Alice in Wonderland,2010,,"Johnny Depp,Mia Wasikowska,Helena Bonham-Carter,Anne Hathaway,Crispin Glover,Alan Rickman,Stephen Fry,Michael Sheen,Timothy Spall,Christopher Lee",3.0,"Adventure, Family, Fantasy, Science Fiction",Rated PG,108 minutes,Alice in Wonderland,1949,Dallas Bower,"Stephen Murray, Ernest Milton, Pamela Brown",6.7,"Action, Family, Fantasy",76 min 
365,2494,1435,Green Zone,2010,Paul Greengrass,"Matt Damon,Greg Kinnear,Brendan Gleeson,Amy Ryan,Khalid Abdalla,Jason Isaacs,Yigal Naor",4.0,"Action, Adventure, Drama, Thriller",Rated R,115 minutes,Green Zone,2010,Paul Greengrass,"Matt Damon, Jason Isaacs, Greg Kinnear",6.9,"Action, Drama, Thriller",115 min 
366,2501,430,Waking Sleeping Beauty,2010,,,3.5,"Documentary, Family",Rated PG,86 minutes,Sleeping Beauty,2014,Rene Perez,"Jenny Allford, Robert Amstler, Gemma Donato",2.9,"Action, Adventure, Drama",88 min 
367,2502,222,How to Train Your Dragon,2010,,"Jay Baruchel,Gerard Butler,Craig Ferguson,Jonah Hill,Christopher Mintz-Plasse,America Ferrara,Kristen Wiig,T.J. Miller",3.0,"Animation, Family",Rated PG,98 minutes,How to Train Your Dragon 2,2014,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler",7.9,"Animation, Action, Adventure",102 min 
368,2511,1428,Clash of the Titans,2010,Louis Leterrier,"Sam Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng,Gemma Arterton,Alexa Davalos,Pete Postlethwaite,Elizabeth McGovern,Danny Huston",3.0,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,106 minutes,Clash of the Titans,2010,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes",5.8,"Action, Adventure, Fantasy",106 min 
369,2524,1427,The Losers,2010,Sylvain White,"Jeffrey Dean Morgan,Zoe Saldana,Chris Evans,Idris Elba,Columbus Short,Oscar Jaenada,Jason Patric",3.5,"Action, Adventure, Crime, Mystery, Thriller",Rated PG-13,97 minutes,The Losers,2010,Sylvain White,"Idris Elba, Zoe Saldana, Jeffrey Dean Morgan",6.4,"Action, Crime, Drama",97 min 
370,2531,1799,Harry Brown,2010,Daniel Barber,"Michael Caine,Emily Mortimer,Charlie Creed-Miles,Ben Drew",3.0,"Action, Adventure, Foreign, Thriller",Rated R,103 minutes,Harry Brown,2009,Daniel Barber,"Michael Caine, Emily Mortimer, David Bradley",7.2,"Action, Crime, Drama",103 min 
371,2540,1483,Iron Man 2,2010,Favreau,"Robert Downey Jr.,Gwyneth Paltrow,Scarlett Johansson,Sam Rockwell,Mickey Rourke,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling",3.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,124 minutes,Iron Man 2,2010,Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow",7.0,"Action, Adventure, Sci-Fi",124 min 
372,2540,1895,Iron Man 2,2010,Favreau,"Robert Downey Jr.,Gwyneth Paltrow,Scarlett Johansson,Sam Rockwell,Mickey Rourke,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling",3.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,124 minutes,Iron Man,2008,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard",7.9,"Action, Adventure, Sci-Fi",126 min 
373,2544,713,Robin Hood,2010,Ridley Scott,"Russell Crowe,Cate Blanchett,Max von Sydow,Oscar Isaac,Danny Huston",2.0,"Action, Adventure, Drama",Rated PG-13,140 minutes,Robin Hood,2013,Martin Schreier,"Ken Duken, Dagny Dewath, Matthias Koeberlin",6.4,"Action, Drama",92 min 
374,2544,1436,Robin Hood,2010,Ridley Scott,"Russell Crowe,Cate Blanchett,Max von Sydow,Oscar Isaac,Danny Huston",2.0,"Action, Adventure, Drama",Rated PG-13,140 minutes,Robin Hood,2010,Ridley Scott,"Russell Crowe, Cate Blanchett, Matthew Macfadyen",6.7,"Action, Adventure, Drama",140 min 
375,2548,3930,The Chaser,2010,,"Kim Yoon-seok,Ha Jung-woo,Seo Young-hee,Koo Bon-woong",3.5,"Action, Crime, Drama, Foreign, Thriller",Rated NR,125 minutes,The Chase,1994,Adam Rifkin,"Charlie Sheen, Kristy Swanson, Henry Rollins",5.7,"Action, Adventure, Comedy",94 min 
