#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
_id,ltable.id,rtable.id,ltable.movie_name,ltable.year,ltable.directors,ltable.actors,ltable.critic_rating,ltable.genre,ltable.pg_rating,ltable.duration,rtable.movie_name,rtable.year,rtable.directors,rtable.actors,rtable.movie_rating,rtable.genre,rtable.duration,gold
409,2823,3740,The Silence,1963,,,4,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencers,1996,Richard Pepin,"Jack Scalia, Dennis Christopher, Carlos Lauchu",4.7,"Action, Sci-Fi",103 min,0
410,2823,6307,The Silence,1963,,,4,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencers,1966,Phil Karlson,"Dean Martin, Stella Stevens, Daliah Lavi",6.1,"Action, Adventure, Comedy",102 min,0
411,2830,5832,The Wrestler,2008,Darren Aronofsky,"Marisa Tomei,Evan Rachel Wood,Judah Friedlander",4,"Drama, Romance, Sport",Rated R,109 minutes,The Wrestler,1974,James A. Westman,"Edward Asner, Elaine Giftos, Verne Gagne",5.9,"Action, Crime, Drama",95 min,0
412,2831,1949,The Spirit,2008,,"Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,Eva Mendes,Sarah Paulson,Paz Vega",1,"Action, Comedy, Crime, Science Fiction, Thriller",Rated PG-13,103 minutes,The Spirit,2008,Frank Miller,"Gabriel Macht, Samuel L. Jackson, Scarlett Johansson",4.8,"Action, Crime, Fantasy",103 min,1
413,2832,1992,Defiance,2009,Edward Zwick,"Daniel Craig,Liev Schreiber,Jamie Bell,Allan Corduner,Alexa Davalos",2.5,"Action, Drama, History, War",Rated R,137 minutes,Defiance,2008,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell",7.2,"Action, Drama, History",137 min,1
414,2832,5399,Defiance,2009,Edward Zwick,"Daniel Craig,Liev Schreiber,Jamie Bell,Allan Corduner,Alexa Davalos",2.5,"Action, Drama, History, War",Rated R,137 minutes,Defiance,1980,John Flynn,"Jan-Michael Vincent, Theresa Saldana, Danny Aiello",6.2,"Action, Drama, Crime",103 min,0
415,2835,1914,Outlander,2009,Howard McCain,"Jim Caviezel,Sophia Myles,Jack Huston,Ron Perlman,John Hurt",2,"Action, Adventure, Fantasy, Science Fiction",Rated R,115 minutes,Outlander,2008,Howard McCain,"Jim Caviezel, Sophia Myles, Ron Perlman",6.3,"Action, Adventure, Sci-Fi",115 min,1
416,2835,5354,Outlander,2009,Howard McCain,"Jim Caviezel,Sophia Myles,Jack Huston,Ron Perlman,John Hurt",2,"Action, Adventure, Fantasy, Science Fiction",Rated R,115 minutes,Outland,1981,Peter Hyams,"Sean Connery, Frances Sternhagen, Peter Boyle",6.6,"Action, Crime, Sci-Fi",112 min,0
417,2845,1962,Taken,2009,Pierre Morel,"Liam Neeson,Maggie Grace,Famke Janssen,Katie Cassidy,Arben Bajraktaraj,Gerard Watkins",2.5,"Action, Crime, Foreign, Thriller",Rated PG-13,93 minutes,Taken,2008,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen",7.9,"Action, Thriller",93 min,1
418,2848,1690,Push,2009,Paul McGuigan,"Chris Evans,Dakota Fanning,Camilla Belle,Djimon Hounsou",1.5,"Action, Science Fiction, Thriller",Rated PG-13,111 minutes,Push,2009,Paul McGuigan,"Camilla Belle, Dakota Fanning, Chris Evans",6.1,"Action, Sci-Fi, Thriller",111 min,1
419,2852,1707,The International,2009,Tom Tykwer,"Clive Owen,Naomi Watts,Armin Mueller-Stahl,Brian F. O'Byrne,James Rebhorn",3,"Action, Adventure, Crime, Mystery, Thriller",Rated R,118 minutes,The International,2009,Tom Tykwer,"Clive Owen, Naomi Watts, Armin Mueller-Stahl",6.5,"Action, Crime, Drama",118 min,1
420,2862,1736,Chandni Chowk to China,2009,Nikhil Advani,"Akshay Kumar,Deepika Padukone,Mithun Chakraborty,Ranvir Shorey,Gordon Liu,Roger Yuan",2,"Action, Adventure, Comedy, Drama, Foreign, Musical",Rated NR,149 minutes,Chandni Chowk to China,2009,Nikhil Advani,"Akshay Kumar, Deepika Padukone, Chia-Hui Liu",3.9,"Action, Adventure, Comedy",154 min,1
421,2867,1919,Madagascar: Escape 2 Africa,2008,"Eric Darnell,Tom McGrath","Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric The Entertainer,Andy Richter,Bernie Mac,Alec Baldwin,Sherri Shepherd,will.i.am",3,"Action, Adventure, Animation, Family",Rated PG,89 minutes,Madagascar: Escape 2 Africa,2008,Eric Darnell,"Ben Stiller, Chris Rock, David Schwimmer",6.7,"Animation, Action, Adventure",89 min,1
422,2870,1948,Quantum of Solace,2008,Marc Forster,"Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini,Gemma Arterton,Jeffrey Wright,David Harbour",2,"Action, Adventure, Crime, Foreign, Thriller",Rated PG-13,106 minutes,Quantum of Solace,2008,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric",6.7,"Action, Adventure",106 min,1
423,2892,1991,RocknRolla,2008,,"Gerard Butler,Tom Wilkinson,Thandie Newton,Tom Hardy,Jeremy Piven,Toby Kebbell",3,"Action, Adventure, Comedy, Crime, Foreign, Thriller",Rated R,114 minutes,RocknRolla,2008,Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba",7.3,"Action, Crime, Thriller",114 min,1
424,2902,2022,Transporter 3,2008,,,2.5,"Action, Adventure, Thriller",Rated PG-13,104 minutes,Transporter 3,2008,Olivier Megaton,"Jason Statham, Robert Knepper, Natalya Rudakova",6.1,"Action, Adventure, Crime",104 min,1
425,2902,2463,Transporter 3,2008,,,2.5,"Action, Adventure, Thriller",Rated PG-13,104 minutes,Transporter 2,2005,Louis Leterrier,"Jason Statham, Amber Valletta, Kate Nauta",6.3,"Action, Crime, Thriller",87 min,0
426,2905,1910,Punisher: War Zone,2008,Lexi Alexander,"Ray Stevenson,Dominic West,Doug Hutchison,Julie Benz,Wayne Knight",2,"Action, Adventure, Thriller",Rated R,107 minutes,Punisher: War Zone,2008,Lexi Alexander,"Ray Stevenson, Dominic West, Julie Benz",6,"Action, Crime, Drama",103 min,1
428,2915,2003,Eagle Eye,2008,D.J. Caruso,"Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chilkis,Billy Bob Thornton,Anthony Mackie,Ethan Embry",2,"Action, Mystery, Thriller",Rated PG-13,118 minutes,Eagle Eye,2008,D.J. Caruso,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson",6.6,"Action, Mystery, Thriller",118 min,1
429,2920,2000,Miracle at St. Anna,2008,Spike Lee,"Derek Luke,Michael Ealy,Laz Alonso,Omar Benson Miller,Pierfrancesco Favino,Valentina Cervi,Matteo Sciabordi,Joseph Gordon-Levitt,John Turturro,John Leguizamo,Kerry Washington,D.B. Sweeney",3,"Action, Drama, History",Rated R,160 minutes,Miracle at St. Anna,2008,Spike Lee,"Derek Luke, Michael Ealy, Laz Alonso",6,"Action, Crime, Drama",160 min,1
431,2936,4958,The Longshots,2008,Fred Durst,"Ice Cube,Keke Palmer,Tasha Smith,Jill Marie Jones,Matt Craven,Garrett Morris",3,"Drama, Family",Rated PG,94 minutes,The Longshot,1986,Paul Bartel,"Tim Conway, Jack Weston, Harvey Korman",5.4,"Action, Comedy",89 min,0
432,2944,1977,Traitor,2008,Jeffrey Nachmanoff,"Don Cheadle,Guy Pearce,Said Taghmaoui,Neal McDonough,Aly Khan,Archie Panjabi,Jeff Daniels,Raad Rawi,Hassam Ghancy,Mozhan Marno",3,"Action, Crime, Drama, Thriller",Rated PG-13,114 minutes,Traitor,2008,Jeffrey Nachmanoff,"Don Cheadle, Guy Pearce, Archie Panjabi",7,"Action, Crime, Drama",114 min,1
433,2946,1932,Body of Lies,2008,Ridley Scott,"Leonardo DiCaprio,Russell Crowe,Mark Strong,Golshifteh Farahani,Oscar Isaac,Simon McBurney",3,"Action, Adventure, Drama, Suspense, Thriller",Rated R,128 minutes,Body of Lies,2008,Ridley Scott,"Leonardo DiCaprio, Russell Crowe, Mark Strong",7.1,"Action, Drama, Thriller",128 min,1
434,2969,1943,Speed Racer,2008,,"Emile Hirsch,Matthew Fox,Christina Ricci,Paulie Litt,Susan Sarandon,John Goodman",1.5,"Action, Family, Thriller",Rated PG,135 minutes,Speed Racer,2008,Andy Wachowski,"Emile Hirsch, Matthew Fox, Christina Ricci",6.1,"Action, Family, Sport",135 min,1
435,2971,2178,Son of Rambow,2008,,"Bill Milner,Will Poulter,Jessica Stevenson,Ed Westwick,Neil Dudgeon,Jules Sitruk,Anna Wing",3,"Comedy, Foreign, Indie",Rated PG-13,96 minutes,Son of Rambow,2007,Garth Jennings,"Bill Milner, Will Poulter, Jessica Hynes",7,"Action, Adventure, Comedy",96 min,1
436,2979,1952,The Mummy: Tomb of the Dragon Emperor,2008,Rob Cohen,"Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh,Luke Ford",3,"Action, Adventure, Fantasy, Thriller",Rated PG-13,112 minutes,The Mummy: Tomb of the Dragon Emperor,2008,Rob Cohen,"Brendan Fraser, Jet Li, Maria Bello",5.2,"Action, Adventure, Fantasy",112 min,1
437,2987,1959,Pineapple Express,2008,David Gordon Green,"Seth Rogen,James Franco,Gary Cole,Amber Heard,Bill Hader,James Remar,Rosie Perez,Ed Begley Jr.,Nora Dunn",3.5,"Action, Comedy",Rated R,111 minutes,Pineapple Express,2008,David Gordon Green,"Seth Rogen, James Franco, Gary Cole",7,"Action, Comedy, Crime",111 min,1
438,2990,1898,Hell Ride,2008,,"Larry Bishop,Michael Madsen,Eric Balfour,Dennis Hopper,Leonor Varela,Vinnie Jones,Julia Jones",1,"Action, Indie, Thriller",Rated R,84 minutes,Hell Ride,2008,Larry Bishop,"Larry Bishop, Dennis Hopper, Michael Madsen",5.1,"Action, Drama, Thriller",84 min,1
440,2995,1964,Tropic Thunder,2008,Ben Stiller,"Ben Stiller,Jack Black,Robert Downey Jr.,Nick Nolte,Steve Coogan,Jay Baruchel,Danny McBride,Brandon T. Jackson,Bill Hader",3.5,"Action, Comedy",Rated R,107 minutes,Tropic Thunder,2008,Ben Stiller,"Ben Stiller, Jack Black, Robert Downey Jr.",7,"Action, Comedy",107 min,1
441,2998,2041,Star Wars: The Clone Wars,2008,Dave Filoni,"Matt Manter,Catherine Taber,James Arnold Taylor,Christopher Lee,Samuel L. Jackson",1.5,"Action, Animation, Family, Science Fiction",Rated PG,98 minutes,Star Wars: The Clone Wars,2008,Dave Filoni,"Matt Lanter, Nika Futterman, Tom Kane",5.8,"Animation, Action, Adventure",98 min,1
443,3006,1899,Hellboy II: The Golden Army,2008,Guillermo Del Toro,"Ron Perlman,Selma Blair,Doug Jones,John Alexander/James Dodd,Anna Walton,Luke Goss,Jeffrey Tambor",3.5,"Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller",Rated PG-13,120 minutes,Hellboy II: The Golden Army,2008,Guillermo del Toro,"Ron Perlman, Selma Blair, Doug Jones",7,"Action, Adventure, Fantasy",120 min,1
444,3009,1896,Journey to the Center of the Earth,2007,Eric Brevig,"Brendan Fraser,Josh Hutcherson,Anita Briem,Seth Meyers,Michel Pare,Jane Wheeler",2,"Action, Adventure, Comedy, Science Fiction",Rated PG,93 minutes,Journey to the Center of the Earth,2008,Eric Brevig,"Brendan Fraser, Josh Hutcherson, Anita Briem",5.8,"Action, Adventure, Family",93 min,1
445,3019,1196,Kung Fu Panda,2008,"John Stevenson,Mark Osborne","Jack Black,Dustin Hoffman,Angelina Jolie,Ian McShane,Seth Rogen,Lucy Liu,David Cross,Randall Duk Kim,James Hong,Dan Fogler,Michael Clarke Duncan,Jackie Chan",3,"Animation, Family",Rated PG,90 minutes,Kung Fu Panda 2,2011,Jennifer Yuh,"Jack Black, Angelina Jolie, Jackie Chan",7.3,"Animation, Action, Adventure",91 min,0
446,3019,1905,Kung Fu Panda,2008,"John Stevenson,Mark Osborne","Jack Black,Dustin Hoffman,Angelina Jolie,Ian McShane,Seth Rogen,Lucy Liu,David Cross,Randall Duk Kim,James Hong,Dan Fogler,Michael Clarke Duncan,Jackie Chan",3,"Animation, Family",Rated PG,90 minutes,Kung Fu Panda,2008,Mark Osborne,"Jack Black, Ian McShane, Angelina Jolie",7.6,"Animation, Action, Adventure",92 min,1
447,3021,1942,The Incredible Hulk,2008,Louis Leterrier,"Edward Norton,Liv Tyler,Tim Roth,Tim Blake Nelson,William Hurt,Lou Ferrigno",2.5,"Action, Science Fiction, Thriller",Rated PG-13,114 minutes,The Incredible Hulk,2008,Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth",6.9,"Action, Adventure, Sci-Fi",112 min,1
448,3028,1901,Get Smart,2008,Peter Segal,"Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson,Terence Stamp,James Caan,Patrick Warburton",3.5,"Action, Adventure, Comedy",Rated PG-13,110 minutes,Get Smart,2008,Peter Segal,"Steve Carell, Anne Hathaway, Alan Arkin",6.5,"Action, Adventure, Comedy",110 min,1
453,3050,2867,The Fall,2008,,"Catinca Untaru,Lee Pace,Leo Bill,Daniel Caltagirone,Justine Waddell",4,"Adventure, Drama, Fantasy, Foreign, Science Fiction, Thriller",Rated R,117 minutes,The Fallen,2003,Ari Taub,"Daniel Asher, Brian Bancale, C.J. Barkus",5.2,"Action, Drama, War",112 min,0
454,3051,1967,You Don't Mess With the Zohan,2008,Dennis Dugan,"Adam Sandler,John Turturro,Emmanuelle Chriqui,Lainie Kazan,Rob Schneider,Charlotte Rae,Kevin Nealon,Michael Buffer",3,"Action, Comedy",Rated PG-13,113 minutes,You Don't Mess with the Zohan,2008,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui",5.5,"Action, Comedy",113 min,1
455,3054,1483,Iron Man,2008,Jon Favreau,"Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow",4,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,126 minutes,Iron Man 2,2010,Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow",7,"Action, Adventure, Sci-Fi",124 min,0
457,3056,2091,Spider-Man 3,2007,,"Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,J.K. Simmons,James Cromwell,Willem Dafoe",2,"Action, Drama, Fantasy, Science Fiction, Thriller",Rated PG-13,139 minutes,Spider-Man 3,2007,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Topher Grace",6.2,"Action, Adventure",139 min,1
458,3056,2586,Spider-Man 3,2007,,"Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,J.K. Simmons,James Cromwell,Willem Dafoe",2,"Action, Drama, Fantasy, Science Fiction, Thriller",Rated PG-13,139 minutes,Spider-Man 2,2004,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina",7.3,"Action, Adventure, Fantasy",127 min,0
460,3057,2098,Beowulf,2007,Robert Zemeckis,"Ray Winstone,Anthony Hopkins,John Malkovich,Brendan Gleeson,Crispin Glover,Angelina Jolie",3,"Action, Adventure, Animation",Rated PG-13,115 minutes,Beowulf,2007,Robert Zemeckis,"Ray Winstone, Crispin Glover, Angelina Jolie",6.3,"Animation, Action, Adventure",115 min,1
463,3071,2119,Hitman,2007,Xavier Gens,"Dougray Scott,Olga Kurylenko,Robert Knepper,Ulrich Thomsen",3,"Action, Adventure, Crime, Drama, Thriller",Rated R,89 minutes,Hitman,2007,Xavier Gens,"Timothy Olyphant, Dougray Scott, Olga Kurylenko",6.3,"Action, Crime, Drama",100 min,1
465,3087,1900,Street Kings,2008,David Ayer,"Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,Cedric The Entertainer",1.5,"Action, Crime, Drama, Thriller",Rated R,109 minutes,Street Kings,2008,David Ayer,"Keanu Reeves, Forest Whitaker, Hugh Laurie",6.8,"Action, Crime, Drama",109 min,1
467,3097,2164,Strength and Honor,2007,,"Michael Madsen,Vinnie Jones,Richard Chamberlain,Patrick Bergin",2.5,,Rated R,,Strength and Honour,2007,Mark Mahon,"Michael Madsen, Vinnie Jones, Patrick Bergin",6.1,"Action, Drama",95 min,1
468,3099,2439,Revolver,2007,,"Jason Statham,Ray Liotta,Vincent Pastore,Andre Benjamin,Francesca Annis",0.5,"Action, Crime, Drama, Foreign, Thriller",Rated R,115 minutes,Revolver,2005,Guy Ritchie,"Jason Statham, Ray Liotta, Vincent Pastore",6.5,"Action, Crime, Drama",111 min,1
470,3119,1923,Jumper,2008,Doug Liman,"Hayden Christensen,Jamie Bell,Rachel Bison,Dine Lane,Samuel L. Jackson,Michael Rooker",1.5,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,88 minutes,Jumper,2008,Doug Liman,"Hayden Christensen, Samuel L. Jackson, Jamie Bell",6.1,"Action, Adventure, Sci-Fi",88 min,1
471,3138,2118,National Treasure: Book of Secrets,2007,Jon Turteltaub,"Nicolas Cage,Jon Voight,Justin Bartha,Harvey Keitel,Ed Harris,Diane Kruger,Helen Mirren,Bruce Greenwood",2,"Action, Adventure, Mystery, Thriller",Rated PG,124 minutes,National Treasure: Book of Secrets,2007,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha",6.5,"Action, Adventure, Mystery",124 min,1
475,3172,2112,Grindhouse,2007,,,2.5,"Action, Horror, Thriller",Rated R,191 minutes,Grindhouse,2007,Robert Rodriguez,"Kurt Russell, Rose McGowan, Danny Trejo",7.7,"Action, Horror, Thriller",191 min,1
476,3232,3256,The Silence,1963,,,4,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencer,2000,Robert Lee,"Michael Dudikoff, Brennan Elliott, Terence Kelly",5.3,Action,92 min,0
477,3232,3740,The Silence,1963,,,4,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencers,1996,Richard Pepin,"Jack Scalia, Dennis Christopher, Carlos Lauchu",4.7,"Action, Sci-Fi",103 min,0
478,3232,6307,The Silence,1963,,,4,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencers,1966,Phil Karlson,"Dean Martin, Stella Stevens, Daliah Lavi",6.1,"Action, Adventure, Comedy",102 min,0
480,3269,5590,Superman,1978,,,4,"Action, Family, Fantasy, Science Fiction",Rated PG,143 minutes,Superman,1978,Richard Donner,"Christopher Reeve, Margot Kidder, Gene Hackman",7.3,"Action, Drama, Sci-Fi",143 min,1
481,3279,5508,Seven,1995,David Fincher,"Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Richard Roundtree",4,"Action, Drama",Rated R,127 minutes,Seven,1979,Andy Sidaris,"William Smith, John Alderman, Henry Ayau",6.1,"Action, Drama",100 min,0
482,3286,6386,Harakiri,1962,,,4,"Drama, Foreign",Rated Unrated,135 minutes,Harakiri,1962,Masaki Kobayashi,"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita",8.7,"Action, Drama, History",133 min,1
483,3317,6810,The Adventures of Robin Hood,1938,,,4,"Action, Adventure, Drama, Romance",Rated PG,102 minutes,The Adventures of Robin Hood,1938,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Basil Rathbone",8,"Action, Adventure, Romance",102 min,1
484,3344,6882,Scarface,1983,Brian DePalma,"Al Pacino,Steven Bauer,Michelle Pfeiffer,Robert Loggia",4,"Action, Adventure, Crime, Drama, Thriller",Rated R,170 minutes,Scarface,1932,Howard Hawks,"Paul Muni, Ann Dvorak, Karen Morley",7.8,"Action, Crime, Drama",93 min,0
485,3345,6681,The Treasure of the Sierra Madre,1948,,,4,"Action, Adventure, Drama, Western",Rated NR,126 minutes,The Treasure of the Sierra Madre,1948,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt",8.3,"Action, Adventure, Drama",126 min,1
486,3346,4914,Alien,1979,,,4,"Action, Horror, Science Fiction, Thriller",Rated R,117 minutes,Aliens,1986,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn",8.4,"Action, Horror, Sci-Fi",137 min,0
487,3366,1082,The Dead,1987,John Huston,"Angelica Huston,Donal McCann,Rachel Dowling,Dan O'Herlihy,Donal Donnelly,Cathleen Delany,Helena Carroll,Ingrid Craigie,Frank Patterson",4,"Drama, Foreign, Romance",Rated PG,83 minutes,The Deal,2012,Sandra Nashaat,"Ahmed el-Sakka, Ahmed Ezz, Hanan Turk",7.2,"Action, Crime, Drama",115 min,0
488,3366,2143,The Dead,1987,John Huston,"Angelica Huston,Donal McCann,Rachel Dowling,Dan O'Herlihy,Donal Donnelly,Cathleen Delany,Helena Carroll,Ingrid Craigie,Frank Patterson",4,"Drama, Foreign, Romance",Rated PG,83 minutes,The Deal,2007,Bryan Goeres,"Penelope Ann Miller, Henry Thomas, Andoni Gracia",4.6,"Action, Thriller",89 min,0
491,3405,5072,Ran,1985,,,4,"Action, Adventure, Drama, Foreign, History, Indie",Rated R,162 minutes,Ran,1985,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu",8.3,"Action, Drama, War",162 min,1
492,3418,5841,Bring Me the Head of Alfredo Garcia,1974,,,4,"Action, Comedy, Crime, Drama, Thriller",Rated R,112 minutes,Bring Me the Head of Alfredo Garcia,1974,Sam Peckinpah,"Warren Oates, Isela Vega, Robert Webber",7.6,"Action, Crime, Drama",112 min,1
493,3421,6570,Beat the Devil,1954,,,4,"Adventure, Comedy, Crime, Drama",,89 minutes,Beat the Devil,1953,John Huston,"Humphrey Bogart, Jennifer Jones, Gina Lollobrigida",6.7,"Action, Adventure, Comedy",89 min,1
494,3433,6582,Fargo,1996,Joel Coen,"Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,Harve Presnell",4,"Comedy, Crime, Drama",Rated R,98 minutes,Fargo,1952,Lewis D. Collins,"Bill Elliott, Myron Healey, Phyllis Coates",6.7,"Action, Western",69 min,0
495,3433,6583,Fargo,1996,Joel Coen,"Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,Harve Presnell",4,"Comedy, Crime, Drama",Rated R,98 minutes,Fargo,1952,Lewis D. Collins,"Bill Elliott, Myron Healey, Phyllis Coates",6.7,"Action, Western",69 min,0
496,3440,2265,Greed,1925,,,4,"Drama, History",,,Greed,2006,Ron Wolotzky,"Jason London, Darlene Tejeiro, Andrea Bogart",3.3,"Action, Horror, Thriller",93 min,0
498,3459,2437,King Kong,1933,,,4,"Action, Adventure, Drama, Horror, Thriller",Rated NR,100 minutes,King Kong,2005,Peter Jackson,"Naomi Watts, Jack Black, Adrien Brody",7.3,"Action, Adventure, Drama",187 min,0
499,3459,6396,King Kong,1933,,,4,"Action, Adventure, Drama, Horror, Thriller",Rated NR,100 minutes,King Kong,1962,Babubhai Mistri,"Kumkum, Dara Singh, Chandrashekhar",6.2,"Action, Adventure, Comedy",142 min,0
500,3468,703,Unforgiven,1992,,,4,"Action, Drama, Western",Rated R,131 minutes,Unforgiven,2013,Sang-il Lee,"Ken Watanabe, Yukiyoshi Ozawa, Jun Kunimura",7.1,"Action, Crime, Drama",135 min,0
502,3487,6676,Red River,1948,Howard Hawks,"John Wayne,Montgomery Clift,Joanne Dru Groot,Walter Brennan,Coleen Gray,John Ireland,Noah Beery Jr.",4,"Action, Western",Rated NR,133 minutes,Red River,1948,Howard Hawks,"John Wayne, Montgomery Clift, Joanne Dru",7.8,"Action, Adventure, Romance",133 min,1
