ID;title,year,director(s),writer(s),actor(s)
177;Serial (Bad) Weddings,Philippe de Chauveron,Guy Laurent,Philippe de Chauveron,Christian Clavier,Chantal Lauby,Ary Abittan,Medi Sadoun;2014
178;Inglourious Basterds,Quentin Tarantino,Quentin Tarantino,Brad Pitt,Mélanie Laurent,Christoph Waltz,Eli Roth;2009
179;22 Jump Street,Phil Lord,Chris Miller,Michael Bacall,Oren Uziel,Rodney Rothman,Jonah Hill,Jonah Hill,Channing Tatum,Dave Franco,Ice Cube;2014
180;Blackhat,Michael Mann,Morgan Davis Foehl,Chris Hemsworth,Leehom Wang,Tang Wei,Viola Davis;2015
181;Mission: Impossible,Brian De Palma,David Koepp,Steven Zaillian,Robert Towne,Tom Cruise,Jon Voight,Emmanuelle Béart,Henry Czerny;1996
182;Nocturna,Buz Alexander,,Mike Doyle,Estella Warren,Massimo Dobrovic,Johnathon Schaech;2015
183;The Theory of Everything,James Marsh,Anthony McCarten,Jane Hawking,Eddie Redmayne,Felicity Jones,Harry Lloyd,David Thewlis;2014
184;Alexandre Astier: L'Exoconférence,Jean-Christophe Hembert,,Alexandre Astier;2015
185;Shrek,Andrew Adamson,Vicky Jenson,William Steig,Ted Elliott,Terry Rossio,Joe Stillman,Roger S.H. Schulman,Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow;2001
186;2001: A Space Odyssey,Stanley Kubrick,Stanley Kubrick,Arthur C. Clarke,Keir Dullea,Douglas Rain,Gary Lockwood,William Sylvester;1968
187;Gladiator,Ridley Scott,David Franzoni,John Logan,William Nicholson,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed;2000
188;WALL·E,Andrew Stanton,Jim Reardon,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard;2008
189;The Gallows,Travis Cluff,Chris Lofing,Travis Cluff,Chris Lofing,Cassidy Gifford,Ryan Shoos,Pfeifer Brown,Reese Mishler;2015
190;The Intouchables,Eric Toledano,Olivier Nakache,Eric Toledano,Olivier Nakache,Philippe Pozzo di Borgo,François Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot;2011
191;Mission: Impossible – Ghost Protocol,Brad Bird,J.J. Abrams,Josh Appelbaum,Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton;2011
192;Braveheart,Mel Gibson,Randall Wallace,Mel Gibson,Catherine McCormack,Sophie Marceau,Patrick McGoohan;1995
193;The Lion King,Roger Allers,Rob Minkoff,Linda Woolverton,Jonathan Roberts,Irene Mecchi,Rick Maki,Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones,Jeremy Irons;1994
194;We're the Millers,Rawson Marshall Thurber,Bob Fisher,Steve Faber,Sean Anders,John Morris,Jason Sudeikis,Jennifer Aniston,Will Poulter,Emma Roberts;2013
195;Still Alice,Richard Glatzer,Wash Westmoreland,Lisa Genova,Richard Glatzer,Wash Westmoreland,Julianne Moore,Alec Baldwin,Kristen Stewart,Kate Bosworth;2014
196;St. Vincent,Theodore Melfi,Theodore Melfi,Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd;2014
197;Unbroken,Angelina Jolie,Ethan Coen,Joel Coen,Richard LaGravenese,William Nicholson,Jack O'Connell,Domhnall Gleeson,Garrett Hedlund,Takamasa Ishihara;2014
198;Pirates of the Caribbean: At World's End,Gore Verbinski,Ted Elliott,Terry Rossio,Johnny Depp,Orlando Bloom,Keira Knightley,Chow Yun-Fat;2007
199;The Matrix Reloaded,Andy Wachowski,Lana Wachowski,Andy Wachowski,Lana Wachowski,Keanu Reeves,Carrie-Anne Moss,Laurence Fishburne,Helmut Bakaitis;2003
200;V for Vendetta,James McTeigue,Andy Wachowski,Lana Wachowski,David Lloyd,Alan Moore,Natalie Portman,Hugo Weaving,Stephen Rea,Stephen Fry;2006
201;The Fault in Our Stars,Josh Boone,John Green,Scott Neustadter,Michael H. Weber,Shailene Woodley,Ansel Elgort,Nat Wolff,Laura Dern;2014
202;Spider-Man 3,Sam Raimi,Stan Lee,Alvin Sargent,Steve Ditko,Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church;2007
203;RoboCop,José Padilha,Joshua Zetumer,Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish;2014
204;Ice Age,Chris Wedge,Carlos Saldanha,Michael Berg,Michael J. Wilson,Peter Ackerman,Ray Romano,John Leguizamo,Denis Leary,Goran Višnjić;2002
205;Austin Powers: The Spy Who Shagged Me,Jay Roach,Mike Myers,Michael McCullers,Mike Myers,Heather Graham,Michael York,Robert Wagner;1999
206;The Departed,Martin Scorsese,William Monahan,Alan Mak,Felix Chong,Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg;2006
207;Vice,Brian A Miller,Andre Fabrizio,Jeremy Passmore,Ambyr Childers,Thomas Jane,Bryan Greenberg,Bruce Willis;2015
208;The Boy Next Door,Rob Cohen,Barbara Curry,Jennifer Lopez,Ryan Guzman,Ian Nelson,John Corbett;2015
209;Taken,Pierre Morel,Luc Besson,Robert Mark Kamen,Liam Neeson,Famke Janssen,Maggie Grace,Katie Cassidy;2008
210;Meiji Tokyo Renka: Yumihari no Serenade,Hiroshi Watanabe,Yukiko Uozumi,,;2015
211;Ocean's Eleven,Steven Soderbergh,George Clayton Johnson,Ted Griffin,Jack Golden Russell,George Clooney,Brad Pitt,Matt Damon,Andy García;2001
212;Forrest Gump,Robert Zemeckis,Winston Groom,Eric Roth,Tom Hanks,Sally Field,Robin Wright,Mykelti Williamson;1994
213;Se7en,David Fincher,Andrew Kevin Walker,Brad Pitt,Morgan Freeman,Gwyneth Paltrow,R. Lee Ermey;1995
214;Heat,Michael Mann,Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight;1995
215;101 Dalmatians,Clyde Geronimi,Hamilton Luske,Wolfgang Reitherman,Dodie Smith,Bill Peet,Rod Taylor,J. Pat O'Malley,Betty Lou Gerson,Martha Wentworth;1961
216;Alice in Wonderland,Tim Burton,Linda Woolverton,Lewis Carroll,Johnny Depp,Anne Hathaway,Helena Bonham Carter,Crispin Glover;2010
217;Horrible Bosses 2,Sean Anders,Sean Anders,John Morris,Jonathan M. Goldstein,John Francis Daley,Jason Bateman,Jason Sudeikis,Charlie Day,Jennifer Aniston;2014
218;Brave,Mark Andrews,Steve Purcell,Brenda Chapman,Mark Andrews,Steve Purcell,Brenda Chapman,Irene Mecchi,Nick Sung,Kelly Macdonald,Julie Walters,Billy Connolly,Emma Thompson;2012
219;Captain America: Civil War,Anthony Russo,Joe Russo,Christopher Markus,Stephen McFeely,Mark Millar,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan;2016
220;Iron Man 2,Jon Favreau,Justin Theroux,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Scarlett Johansson;2010
221;Finding Nemo,Andrew Stanton,Lee Unkrich,Andrew Stanton,Bob Peterson,David Reynolds,Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe;2003
222;Furious 8,,,Dwayne Johnson,Jason Statham,Vin Diesel,Cody Walker;2017
223;Crimson Peak,Guillermo del Toro,Guillermo del Toro,Matthew Robbins,Mia Wasikowska,Jessica Chastain,Tom Hiddleston,Charlie Hunnam;2015
224;Harry Potter and the Chamber of Secrets,Chris Columbus,J. K. Rowling,Steve Kloves,Daniel Radcliffe,Rupert Grint,Emma Watson,Kenneth Branagh;2002
225;The Judge,David Dobkin,Bill Dubuque,Nick Schenk,David Dobkin,Robert Downey Jr.,Robert Duvall,Vera Farmiga,Vincent D'Onofrio;2014
226;Titanic,James Cameron,James Cameron,Kate Winslet,Leonardo DiCaprio,Frances Fisher,Billy Zane;1997
227;Harry Potter and the Order of the Phoenix,David Yates,J. K. Rowling,Michael Goldenberg,Daniel Radcliffe,Rupert Grint,Emma Watson,Michael Gambon;2007
228;The Jungle Book,Wolfgang Reitherman,Rudyard Kipling,Larry Clemmons,Ralph Wright	,Ken Anderson,Vance Gerry,Bill Peet,Phil Harris,Sebastian Cabot,Louis Prima,George Sanders;1967
229;Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,Ted Elliott,Terry Rossio,Johnny Depp,Orlando Bloom,Keira Knightley,Bill Nighy;2006
230;Pulp Fiction,Quentin Tarantino,Quentin Tarantino,Roger Avary,John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis;1994
231;Outcast,Nick Powell,James Dormer,Nicolas Cage,Hayden Christensen,Liu Yifei,Andy On;2014
232;Man of Steel,Zack Snyder,David S. Goyer,Christopher Nolan,Henry Cavill,Amy Adams,Michael Shannon,Diane Lane;2013
233;Saving Private Ryan,Steven Spielberg,Robert Rodat,Tom Hanks,Tom Sizemore,Dennis Farina,Max Martini;1998
234;Independence Day,Roland Emmerich,Dean Devlin,Roland Emmerich,Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell;1996
235;2 Guns,Baltasar Kormákur,Steven Grant,Blake Masters,Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton;2013
236;2012,Roland Emmerich,Roland Emmerich,Harald Kloser,John Cusack,Amanda Peet,Chiwetel Ejiofor,Thandie Newton;2009
237;Man & Wife: An Educational Film for Married Adults,Matt Cimber,,Andreas Kranich,Birgit Müller,Rosanna Romana;1969
238;Hercules,Brett Ratner,Ryan Condal,Evan Spiliotopoulos,Dwayne Johnson,Ian McShane,John Hurt,Rufus Sewell;2014
239;Blunt Force Trauma,Ken Sanzel,Ken Sanzel,Mickey Rourke,Freida Pinto,Ryan Kwanten,Maruia Shelton;2015
240;Charlie and the Chocolate Factory,Tim Burton,Roald Dahl,John August,Johnny Depp,Freddie Highmore,AnnaSophia Robb,Julia Winter;2005
241;People Hold On,Michael Seater,,;2015
242;A Bug's Life,John Lasseter,Andrew Stanton,Andrew Stanton,Don McEnery,Bob Shaw,John Lasseter,Joe Ranft,Kevin Spacey,Julia Louis-Dreyfus,Hayden Panettiere,Phyllis Diller;1998
243;Lara Croft: Tomb Raider,Simon West,Patrick Massett,John Zinman,Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor;2001
244;Prisoners,Denis Villeneuve,Aaron Guzikowski,Hugh Jackman,Jake Gyllenhaal,Paul Dano,Maria Bello;2013
245;Masterminds,Jared Hess,Chris Bowman,Hubbel Palmer,Emily Spivey,Kristen Wiig,Owen Wilson,Jason Sudeikis,Zach Galifianakis;2015
246;Star Trek,J.J. Abrams,Roberto Orci,Alex Kurtzman,Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana;2009
247;Aladdin,Ron Clements,John Musker,Ted Elliott,Terry Rossio,Ron Clements,John Jusker,Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman;1992
248;Riddick,David Twohy,David Twohy,Vin Diesel,Karl Urban,Katee Sackhoff,Jordi Mollà;2013
249;Beyond the Reach,Jean-Baptiste Léonetti,Stephen Susco,Robb White,Michael Douglas,Jeremy Irvine,Hanna Mangan Lawrence,Ronny Cox;2015
250;Wreck-It Ralph,Rich Moore,Jennifer Lee,Phil Johnston,John C. Reilly,Sarah Silverman,Jane Lynch,Jack McBrayer;2012
251;Man Up,Ben Palmer,Tess Morris,Simon Pegg,Lake Bell,Olivia Williams,Ophelia Lovibond;2015
252;Spirited Away,Hayao Miyazaki,Hayao Miyazaki,Rumi Hiiragi,Miyu Irino,Mari Natsuki,Takashi Naitô;2001
253;Tinker Bell and the Legend of the NeverBeast,Steve Loter,Tom Rogers,Steve Loter,Mae Whitman,Ginnifer Goodwin,Lucy Liu,Raven-Symoné;2015
254;The Aristocats,Wolfgang Reitherman,Larry Clemmons,Vance Gerry,Ken Anderson,Frank Thomas,Eric Cleworth,Julius Svendsen,Ralph Wright	,Phil Harris,Sterling Holloway,Scatman Crothers,Eva Gabor;1970
255;Turbo Kid,François Simard,Anouk Whissell,Yoann-Karl Whissell,François Simard,Anouk Whissell,Yoann-Karl Whissell,Munro Chambers,Laurence Leboeuf,Michael Ironside,Aaron Jeffery;2015
256;300,Zack Snyder,Frank Miller,Zack Snyder,Kurt Johnstad,Michael B. Gordon,Lynn Varley,Gerard Butler,Lena Headey,Dominic West,David Wenham;2006
257;Hidden,Matt Duffer,Ross Duffer,Matt Duffer,Ross Duffer,Alexander Skarsgård,Andrea Riseborough,Emily Alyn Lind,Heather Doerksen;2015
258;Gravity,Alfonso Cuarón,Alfonso Cuarón,Jonás Cuarón,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen;2013
259;The Other Woman,Nick Cassavetes,Melissa Stack,Cameron Diaz,Leslie Mann,Kate Upton,Don Johnson;2014
260;The Incredibles,Brad Bird,Brad Bird,Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Jason Lee;2004
261;12 Years a Slave,Steve McQueen,John Ridley,Solomon Northup,Chiwetel Ejiofor,Michael Fassbender,Benedict Cumberbatch,Paul Dano;2013
262;The Prestige,Christopher Nolan,Jonathan Nolan,Christopher Nolan,Christopher Priest,Hugh Jackman,Christian Bale,Michael Caine,Scarlett Johansson;2006
263;The Age of Adaline,Lee Toland Krieger,J. Mills Goodloe,Salvador Paskowitz,Blake Lively,Michiel Huisman,Harrison Ford,Ellen Burstyn;2015
264;The Purge: Anarchy,James DeMonaco,James DeMonaco,Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez;2014
265;300: Rise of an Empire,Noam Murro,Kurt Johnstad,Frank Miller,Zack Snyder,Sullivan Stapleton,Eva Green,Lena Headey,Callan Mulvey;2014
266;Limitless,Neil Burger,Alan Glynn,Leslie Dixon,Bradley Cooper,Robert De Niro,Abbie Cornish,Andrew Howard;2011
267;Superman,Richard Donner,Mario Puzo,Leslie Newman,Robert Benton,David Newman,Tom Mankiewicz,Marlon Brando,Gene Hackman,Christopher Reeve,Ned Beatty;1978
268;Elysium,Neill Blomkamp,Neill Blomkamp,Matt Damon,Jodie Foster,Adam S. Gottbetter,Sharlto Copley;2013
269;The Babadook,Jennifer Kent,Jennifer Kent,Essie Davis,Noah Wiseman,Daniel Henshall,Tim Purcell;2014
270;The Gift,Joel Edgerton,Joel Edgerton,Jason Bateman,Rebecca Hall,Joel Edgerton,David Denman;2015
271;The Little Mermaid,Ron Clements,John Musker,Roger Allers,Hans Christian Andersen,Ron Clements,John Musker,Rene Auberjonois,Christopher Daniel Barnes,Jodi Benson,Pat Carroll;1989
272;Fight Club,David Fincher,Jim Uhls,Chuck Palahniuk,Edward Norton,Brad Pitt,Helena Bonham Carter,Meat Loaf;1999
273;Er ist wieder da,David Wnendt,Timur Vermes,Oliver Masucci,Christoph Maria Herbst,Fabian Busch,Katja Riemann;2015
274;Cinderella,Clyde Geronimi,Wilfred Jackson,Hamilton Luske,Charles Perrault,Bill Peet,Erdman Penner,Ted Sears,Winston Hibler,Homer Brightman,Harry Reeves,Ken Anderson,Joe Rinaldi,Ilene Woods,Eleanor Audley,Verna Felton,Rhoda Williams;1950
275;Evil Dead,Fede Alvarez,Rodo Sayagues Mendez,Fede Alvarez,Jane Levy,Jessica Lucas,Shiloh Fernandez,Lou Taylor Pucci;2013
276;Sherlock Holmes,Guy Ritchie,Anthony Peckham,Simon Kinberg,Michael Robert Johnson,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong;2009
277;Prometheus,Ridley Scott,Jon Spaihts,Damon Lindelof,Noomi Rapace,Michael Fassbender,Charlize Theron,Idris Elba;2012
278;Insidious,James Wan,Leigh Whannell,Patrick Wilson,Rose Byrne,Barbara Hershey,Leigh Whannell;2010
279;Ouija,Stiles White,Juliet Snowden,Stiles White,Olivia Cooke,Ana Coto,Daren Kagasoff,Douglas Smith;2014
280;12 Angry Men,Sidney Lumet,Reginald Rose,Henry Fonda,Lee J. Cobb,Ed Begley,E.G. Marshall;1957
281;A Nightmare on Elm Street,Wes Craven,Wes Craven,Robert Englund,Heather Langenkamp,Johnny Depp,Ronee Blakley;1984
282;The Expendables,Sylvester Stallone,Dave Callaham,Sylvester Stallone,Sylvester Stallone,Jason Statham,Dolph Lundgren,Eric Roberts;2010
283;Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,Jesse Andrews,Thomas Mann,RJ Cyler,Olivia Cooke,Connie Britton;2015
284;F*ck You, Goethe,Bora Dağtekin,Bora Dağtekin,Elyas M’Barek,Karoline Herfurth,Katja Riemann,Jana Pallaske;2013
285;Predestination,Michael Spierig,Peter Spierig,Michael Spierig,Peter Spierig,Robert A. Heinlein,Ethan Hawke,Sarah Snook,Noah Taylor,Christopher Kirby;2014
286;Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,J. K. Rowling,Steve Kloves,Daniel Radcliffe,Rupert Grint,Emma Watson,Gary Oldman;2004
287;The Hangover,Todd Phillips,Jon Lucas,Scott Moore,Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha;2009
288;Shutter Island,Martin Scorsese,Dennis Lehane,Laeta Kalogridis,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Emily Mortimer;2010
289;Beauty and the Beast,Gary Trousdale,Kirk Wise,Linda Woolverton,Roger Allers,Kelly Asbury,Brenda Chapman,Burny Mattinson,Brian Pimental,Joe Ranft,Chris Sanders,Kevin Harkey,Bruce Woodside,Tom Ellery,Robert Lence,Paige O'Hara,Robby Benson,Richard White,Jerry Orbach;1991
290;Bolt,Chris Williams,Byron Howard,Dan Fogelman,Chris Williams,Byron Howard,Jared Stern,John Travolta,Miley Cyrus,Susie Essman,Mark Walton;2008
291;Corpse Bride,Tim Burton,Mike Johnson,John August,Caroline Thompson,Pamela Pettler,Johnny Depp,Helena Bonham Carter,Emily Watson,Tracey Ullman;2005
292;The Godfather,Francis Ford Coppola,Mario Puzo,Francis Ford Coppola,Marlon Brando,Al Pacino,James Caan,Richard S. Castellano;1972
293;Unfriended,Levan Gabriadze,Nelson Greaves,Shelley Hennig,Moses Jacob Storm,Renee Olstead,William Peltz;2014
294;Harry Potter and the Half-Blood Prince,David Yates,Steve Kloves,J. K. Rowling,Daniel Radcliffe,Rupert Grint,Emma Watson,Tom Felton;2009
295;Begin Again,John Carney,John Carney,Mark Ruffalo,Keira Knightley,Adam Levine,Hailee Steinfeld;2014
296;Thor: Ragnarok,,Craig Kyle,Christopher Yost,Chris Hemsworth,Tom Hiddleston,Natalie Portman,Jaimie Alexander;2017
297;Die Hard,John McTiernan,Roderick Thorp,Jeb Stuart,Steven E. de Souza,Bruce Willis,Alan Rickman,Reginald VelJohnson,Bonnie Bedelia;1988
298;The Incredible Hulk,Louis Leterrier,Zak Penn,Edward Norton,Liv Tyler,Tim Roth,William Hurt;2008
299;Pride & Prejudice,Joe Wright,Jane Austen,Deborah Moggach,Keira Knightley,Matthew Macfadyen,Rosamund Pike,Simon Woods;2005
300;White House Down,Roland Emmerich,James Vanderbilt,Channing Tatum,Jamie Foxx,Joey King,Maggie Gyllenhaal;2013
301;Little Fockers,Paul Weitz,John Hamburg,Larry Stuckey,Robert De Niro,Ben Stiller,Owen Wilson,Dustin Hoffman;2010
302;Klown Forever,Mikkel Nørgaard,Casper Christensen,Frank Hvam,Casper Christensen,Frank Hvam,Mia Lyhne,Carlos Antonio;2015
303;Cars,John Lasseter,Joe Ranft,Dan Fogelman,Joe Ranft,John Lasseter,Jorgen Klubien,Kiel Murray,Phil Lorin,Owen Wilson,Paul Newman,Bonnie Hunt,Larry the Cable Guy;2006
304;Spring Breakers,Harmony Korine,Harmony Korine,James Franco,Selena Gomez,Vanessa Hudgens,Ashley Benson;2012
305;Me, Myself & Irene,Peter Farrelly,Bobby Farrelly,Peter Farrelly,Bobby Farrelly,Mike Cerrone,Jim Carrey,Renée Zellweger,Anthony Anderson,Robert Forster;2000
306;The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,Melissa Rosenberg,Stephenie Meyer,Kristen Stewart,Robert Pattinson,Taylor Lautner,Ashley Greene;2011
307;The Mask,Chuck Russell,Mike Werb,Jim Carrey,Cameron Diaz,Nancy Fish,Tim Bagley;1994
308;Escape Plan,Mikael Håfström,Miles Chapman,Jason Keller,Sylvester Stallone,Arnold Schwarzenegger,Jim Caviezel,Vinnie Jones;2013
309;Descendants,Kenny Ortega,,Booboo Stewart,Dove Cameron,Keegan Connor Tracy,Stephanie Bennett;2015
310;Madagascar,Eric Darnell,Tom McGrath,Mark Burton,Billy Frolick,Eric Darnell,Tom McGrath,Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith;2005
311;Harry Potter and the Goblet of Fire,Mike Newell,Steve Kloves,J. K. Rowling,Daniel Radcliffe,Rupert Grint,Emma Watson,Ralph Fiennes;2005
312;Aliens,James Cameron,James Cameron,Sigourney Weaver,Carrie Henn,Michael Biehn,Lance Henriksen;1986
313;Cake,Daniel Barnz,Patrick Tobin,Jennifer Aniston,Anna Kendrick,William H. Macy,Adriana Barraza;2014
314;Hitman: Agent 47,Aleksander Bach,Skip Woods,Michael Finch,Kyle Ward,Rupert Friend,Zachary Quinto,Hannah Ware,Emilio Rivera;2015
315;Zombieland,Ruben Fleischer,Rhett Reese,Paul Wernick,Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin;2009
316;Grown Ups 2,Dennis Dugan,Adam Sandler,Tim Herlihy,Fred Wolf,Adam Sandler,Kevin James,Chris Rock,David Spade;2013
317;American Pie,Paul Weitz,Chris Weitz,Adam Herz,Jason Biggs,Chris Klein,Thomas Ian Nicholas,Alyson Hannigan;1999
318;Just Let Go,Patrick Henry Parker,Christopher S. Clark,Christopher S. Clark,Patrick Henry Parker,Vance Mellen,Henry Ian Cusick,Brenda Vaccaro,Sam Sorbo,Jacob Buster;2015
319;Alien³,David Fincher,David Giler,Walter Hill,Larry Ferguson,Sigourney Weaver,Charles S. Dutton,Charles Dance,Pete Postlethwaite;1992
320;Snatch,Guy Ritchie,Guy Ritchie,Jason Statham,Brad Pitt,Stephen Graham,Vinnie Jones;2000
321;Van Helsing,Stephen Sommers,Stephen Sommers,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,Josie Maran;2004
322;Dr. No,Terence Young,Ian Fleming,Richard Maibaum,Johanna Harwood,Berkely Mather,Sean Connery,Ursula Andress,Joseph Wiseman,Jack Lord;1962
323;Tangled,Nathan Greno,Byron Howard,Wilhelm Grimm,Jacob Grimm,Mandy Moore,Zachary Levi,Donna Murphy,Ron Perlman;2010
324;Grown Ups,Dennis Dugan,Adam Sandler,Fred Wolf,Adam Sandler,Salma Hayek,Maria Bello,Steve Buscemi;2010
325;Face/Off,John Woo,Mike Werb,Michael Colleary,John Travolta,Nicolas Cage,Joan Allen,Dominique Swain;1997
326;F*ck You, Goethe 2,Bora Dağtekin,Bora Dağtekin,Elyas M’Barek,Karoline Herfurth,Katja Riemann,Jana Pallaske;2015
327;Project Almanac,Dean Israelite,Jason Pagan,Andrew Stark,Jonny Weston,Virginia Gardner,Sofia Black-D'Elia,Sam Lerner;2015
328;Sherlock Holmes: A Game of Shadows,Guy Ritchie,Arthur Conan Doyle,Kieran Mulroney,Michele Mulroney,Robert Downey Jr.,Jude Law,Jared Harris,Noomi Rapace;2011
329;Men in Black,Barry Sonnenfeld,Ed Solomon,Lowell Cunningham,Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio;1997
330;Blended,Frank Coraci,Ivan Menchell,Clare Sera,Drew Barrymore,Adam Sandler,Wendi McLendon-Covey,Bella Thorne;2014
331;Vacation,John Francis Daley,Jonathan M. Goldstein,John Francis Daley,Jonathan M. Goldstein,Ed Helms,Leslie Mann,Chris Hemsworth,Christina Applegate;2015
332;Ocean's Thirteen,Steven Soderbergh,Brian Koppelman,David Levien,George Clooney,Brad Pitt,Matt Damon,Al Pacino;2007
333;Ville-Marie,Guy Édoin,Guy Édoin,Jean-Simon DesRochers,Monica Bellucci,Pascale Bussières,Aliocha Schneider,Patrick Hivon;2015
334;Mission: Impossible II,John Woo,Robert Towne,Ronald D. Moore,Brannon Braga,Tom Cruise,Dougray Scott,Thandie Newton,Ving Rhames;2000
335;Inherent Vice,Paul Thomas Anderson,Thomas Pynchon,Paul Thomas Anderson,Joaquin Phoenix,Josh Brolin,Owen Wilson,Katherine Waterston;2014
336;Memento,Christopher Nolan,Christopher Nolan,Jonathan Nolan,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Mark Boone Junior;2000
337;Toy Story 3,Lee Unkrich,Michael Arndt,Tom Hanks,Tim Allen,Ned Beatty,Joan Cusack;2010
338;The Simpsons Movie,David Silverman,Matt Groening,James L. Brooks,Sam Simon,Al Jean,Ian Maxtone-Graham,George Meyer,David Mirkin,Mike Reiss,Mike Scully,Matt Selman,John Swartzwelder,Jon Vitti,Joel H. Cohen,John Frink,Tim Long,Michael Price,Dan Castellaneta,Julie Kavner,Nancy Cartwright,Yeardley Smith;2007
339;The Cabin in the Woods,Drew Goddard,Drew Goddard,Joss Whedon,Kristen Connolly,Chris Hemsworth,Anna Hutchison,Fran Kranz;2012
340;Insidious: Chapter 2,James Wan,Leigh Whannell,James Wan,Patrick Wilson,Rose Byrne,Ty Simpkins,Lin Shaye;2013
341;Ted,Seth MacFarlane,Seth MacFarlane,Alec Sulkin,Wellesley Wild,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Joel McHale;2012
342;Real Steel,Shawn Levy,Leslie Bohem,John Gatins,Richard Matheson,Dan Gilroy,Jeremy Leven,Hugh Jackman,Dakota Goyo,Evangeline Lilly,Anthony Mackie;2011
