id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
139,stephanie daley,2007,Hilary Brougher,"Amber Tamblyn,Tilda Swinton,Timothy Hutton,Denis O'Hare,Jim Gaffigan,Melissa Leo",3.5,"Drama, Indie",Rated R,92 minutes
140,crazy love,2007,"Dan Klores,Fisher Stevens",,2.5,"Documentary, Romance",Rated NR,92 minutes
141,la vie en rose,2007,Olivier Dahan,"Marion Cotillard,Clotilde Courau,Jean Paul Rouve,Sylvie Testud,Pascal Greggory,Jean Pierre Martins,Emmanuelle Seigner,Gerard Depardieu,Catherine Allegret,Caroline Silhol",4.0,"Drama, Foreign, Musical",Rated PG-13,140 minutes
142,ocean's thirteen,2007,Steven Soderbergh,"George Clooney,Brad Pitt,Matt Damon,Ellen Barkin,Elliott Gould,Al Pacino,Bernie Mac,Don Cheadle,Andy Garcia",2.5,"Action, Comedy, Crime",Rated PG-13,122 minutes
143,you kill me,2007,John Dahl,"Ben Kingsley,Tea Leoni,Luke Wilson,Bill Pullman,Dennis Farina",2.0,"Action, Comedy, Crime, Thriller",Rated R,90 minutes
144,a mighty heart,2007,Michael Winterbottom,"Angelina Jolie,Dan Futterman,Will Patton,Denis O'Hare,Archie Panjabi",3.5,"Drama, Indie, Thriller",Rated R,100 minutes
145,sicko,2007,Michael Moore,,3.5,Documentary,Rated PG-13,123 minutes
146,live free or die hard,2007,,,3.0,"Action, Thriller",Rated PG-13,128 minutes
147,moolaade,2007,"Ousmane Sembene, Ousmane Sembene","Fatoumata Coulibaly,Maimouna Helene Diarra,Salimata Traore,Dominique Zeida,Mah Compaore",4.0,"Drama, Foreign",Rated NR,124 minutes
148,evening,2007,Lajos Koltai,"Vanessa Redgrave,Claire Danes,Natasha Richardson,Toni Collette,Mamie Gummer,Meryl Streep,Glenn Close,Hugh Dancy",1.5,"Drama, Romance",Rated PG-13,130 minutes
149,lady chatterley,2007,Pascale Ferran,"Marina Hands,Jean-Louis Coullo'ch,Hippolyte Girardot,Helene Alexandridis,Helene Fillieres,Bernard Verley,Sava Lolov",2.0,"Drama, Foreign, Indie, Romance",Rated NR,167 minutes
150,transformers,2007,Michael Bay,"Shia LaBeouf,Tyrese Gibson,Josh Duhamel,Anthony Anderson,Megan Fox,Rachael Taylor,John Turturro,Jon Voight",3.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,144 minutes
151,the departed,2007,Martin Scorsese,"Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,Martin Sheen,Ray Winstone,Vera Farmiga,Anthony Anderson,Alec Baldwin",4.0,"Action, Drama, Thriller",Rated R,151 minutes
152,mountain patrol: kekexili,2006,Chuan Lu,"Duo Bujie,Lei Zhang,Liang Qi,Xueying Zhao",3.5,"Action, Drama, Foreign",Rated NR,85 minutes
153,mrs. palfrey at the claremont,2006,Dan Ireland,"Joan Plowright,Rupert Friend,Zoe Tapper,Anna Massey,Robert Lang,Marcia Warren,Georgina Hale,Millicent Martin",3.0,"Comedy, Drama, Foreign",Rated NR,108 minutes
154,mission: impossible iii,2006,,"Tom Cruise,Philip Seymour Hoffman,Ving Rhames,Keri Russell,Laurence Fishburne,Billy Crudup,Jonathan Rhys-Meyers,Michelle Monaghan",2.5,"Action, Adventure, Thriller",Rated PG-13,126 minutes
155,the promise,2006,Chen Kaige,"Dong-Gun Jang,Hiroyuki Sanada,Cecilia Cheung,Nicholas Tse,Liu Ye",1.5,"Action, Drama, Fantasy, Foreign, Romance, Science Fiction, Thriller",Rated PG-13,98 minutes
156,art school confidential,2006,Terry Zwigoff,"Max Minghella,Sophia Myles,John Malkovich,Jim Broadbent,Ethan Suplee,Joel David Moore,Anjelica Huston,Matt Keeslar,Scoot McNairy",3.0,"Action, Comedy, Drama, Indie",Rated R,102 minutes
157,goal! the dream begins,2006,Danny Cannon,"Kuno Becker,Alessandro Nivola,Stephen Dillane,Anna Friel,Marcel Iures,Sean Pertwee,Cassandra Bell",3.0,"Drama, Sports Film",Rated PG,118 minutes
158,poseidon,2006,Wolfgang Petersen,"Josh Lucas,Kurt Russell,Jacinda Barrett,Richard Dreyfuss,Jimmy Bennett,Emmy Rossum,Andre Braugher",2.0,"Action, Adventure, Disaster, Thriller",Rated PG-13,99 minutes
159,au revoir les enfants,1987,Louis Malle,,4.0,"Drama, Foreign, War",,104 minutes
160,saving shiloh,2006,Sandy Tung,"Jason Dolley,Scott Wilson,Gerald McRaney,Taylor Momsen,Kyle Chavarria,Ann Dowd,Liberty Smith,Bonnie Bartlett",3.5,"Drama, Family",Rated PG,90 minutes
161,hate crime,2006,Tommy Stovall,"Seth Peterson,Bruce Davison,Chad Donella,Cindy Pickett,Brian J. Smith,Susan Blakely,Farah White,Giancarlo Esposito",2.5,"Drama, Thriller",Rated NR,104 minutes
162,the lost city,2006,Andy Garcia,"Andy Garcia,Bill Murray,Ines Sastre,Dustin Hoffman,Tomas Milian,Steven Bauer,Nestor Carbonell,William Marquez,Julio Oscar Mechoso,Enrique Murciano,Elizabeth Pena,Millie Perkins,Tony Plana",3.0,"Drama, Romance",Rated R,144 minutes
163,just my luck,2006,Donald Petrie,"Lindsay Lohan,Chris Pine,Samaire Armstrong,Bree Turner,Faizon Love,Missi Pyle,Carlos Ponce",2.0,"Comedy, Drama, Family, Fantasy, Romance",Rated PG-13,103 minutes
164,down in the valley,2006,David Jacobson,"Edward Norton,Evan Rachel Wood,David Morse,Bruce Dern,Rory Culkin,John Diehl,Geoffrey Lewis,Elizabeth Pena",2.5,"Drama, Indie, Romance",Rated R,112 minutes
165,the death of mr. lazarescu,2006,Cristi Puiu,"Ion Fiscuteanu,Luminita Gheorghiu",4.0,"Comedy, Drama, Foreign",Rated R,150 minutes
166,keeping up with the steins,2006,Scott Marshall,"Jeremy Piven,Larry Miller,Jami Gertz,Daryl Hannah,Garry Marshall,Daryl Sabara,Doris Roberts,Cheryl Hines,Carter Jenkins",3.0,"Comedy, Indie",Rated PG-13,90 minutes
167,the da vinci code,2006,Ron Howard,"Tom Hanks,Audrey Tautou,Ian McKellen,Alfred Molina,Jurgen Prochnow,Paul Bettany,Jean Reno,Jean Pierre Marielle,Etienne Chicot",3.0,"Mystery, Thriller",Rated PG-13,149 minutes
168,cat people,1942,Jacques Tourneur,"Simone Simon,Kent Smith,Jane Randolph,Tom Conway,Jack Holt",4.0,"Drama, Film Noir, Horror, Suspense, Thriller",Rated NR,73 minutes
169,the break-up,2006,Peyton Reed,"Vince Vaughn,Jennifer Aniston,Joey Lauren Adams,Cole Hauser,Jon Favreau,Jason Bateman,Judy Davis,John Michael Higgins,Vincent D'Onofrio,Ann-Margret",2.0,"Comedy, Drama, Romance",Rated PG-13,106 minutes
170,overlord,2006,Stuart Cooper,"Brian Stirner,Davyd Harries,Nicholas Ball,Julie Neesam,Sam Sewell,John Franklyn-Robbins,Stella Tanner,Harry Shacklock,David Scheuer",4.0,"Action, Drama, Foreign",Rated NR,83 minutes
171,v for vendetta,2006,James McTeigue,"Natalie Portman,Hugo Weaving,Stephen Rea,Stephen Fry,John Hurt",3.0,"Action, Science Fiction, Thriller",Rated R,132 minutes
172,ask the dust,2006,Robert Towne,"Colin Farrell,Salma Hayek,Donald Sutherland,Eileen Atkins,Justin Kirk,Idina Menzel",3.0,"Drama, Romance",Rated R,117 minutes
173,"sorry, haters",2006,Jeff Stanzler,"Robin Wright Penn,Abdellatif Kechiche,Sandra Oh,Elodie Bouchez,Aasif Mandvi,Remy K. Selma,Fred Durst",3.0,"Drama, Indie, Thriller",Rated NR,83 minutes
174,she's the man,2006,Andy Fickman,"Amanda Bynes,Channing Tatum,Robert Hoffman,Alex Breckenridge,David Cross,Laura Ramsey",3.0,"Comedy, Drama, Family, Romance",Rated PG-13,105 minutes
175,game 6,2006,Michael Hoffman,"Michael Keaton,Robert Downey Jr.,Griffin Dunne,Ari Graynor,Catherine O'Hara,Bebe Neuwirth,Shalom Harlow,Roger Rees",3.5,"Comedy, Drama, Sports Film",Rated R,87 minutes
176,find me guilty,2006,Sidney Lumet,"Vin Diesel,Paul Borghese,Michalina Almindo,Peter Dinklage,Alex Rocco,Annabella Sciorra,Linus Roache,Domenick Lombardozzi,Ron Silver",3.0,"Action, Comedy, Crime, Drama",Rated R,125 minutes
177,the heart is deceitful above all things,2006,Asia Argento,"Asia Argento,Peter Fonda,Marilyn Manson,Michael Pitt",2.0,"Drama, Indie",Rated R,98 minutes
178,duck season,2006,Fernando Eimbcke,"Diego Catano,Daniel Miranda,Danny Perea,Enrique Arreola,Carolina Politi",3.0,"Comedy, Drama, Foreign",Rated R,90 minutes
179,inside man,2006,Spike Lee,"Denzel Washington,Clive Owen,Jodie Foster,Willem Dafoe,Chiwetel Ejiofor,Christopher Plummer,Kim Director,James Ransone",2.5,"Action, Crime, Drama, Mystery, Thriller",Rated R,129 minutes
180,thank you for smoking,2006,Jason Reitman,"Aaron Eckhart,Maria Bello,Cameron Bright,Adam Brody,Sam Elliott,Katie Holmes,David Koechner,William H. Macy,Rob Lowe,Robert Duvall",3.5,"Comedy, Drama",Rated R,92 minutes
181,brooklyn lobster,2006,Kevin Jordan,"Danny Aiello,Jane Curtin,Daniel Sauli,Marisa Ryan,Ian Kahn,Heather Burns,Henry Yuk",3.0,"Comedy, Drama, Indie",Rated NR,94 minutes
182,night moves,1975,Arthur Penn,"Gene Hackman,Harris Yulin,Jennifer Warren,Janet Ward,Susan Clark,Melanie Griffith,Edward Binns,Susan Clark,James Woods,Melanie Griffith",4.0,"Mystery, Neo-noir, Suspense, Thriller",,100 minutes
183,slither,2006,James Gunn,"Michael Rooker,Elizabeth Banks,Nathan Fillion,Gregg Henry,Tania Saulnier,Jenna Fischer",2.0,"Comedy, Horror, Science Fiction",Rated R,95 minutes
184,basic instinct 2,2006,Michael Caton-Jones,"Sharon Stone,David Morrissey,Charlotte Rampling,David Thewlis,Hugh Dancy,Indira Varma,Heathcote Williams",1.5,"Crime, Horror, Mystery, Romance, Thriller",Rated R,114 minutes
185,lonesome jim,2006,Steve Buscemi,"Casey Affleck,Liv Tyler,Mary Kay Place,Seymour Cassel,Kevin Corrigan,Mark Boone Junior",3.0,"Comedy, Drama, Indie, Romance",Rated R,91 minutes
186,sophie scholl: the final days,2006,Marc Rothemund,"Julia Jentsch,Alexander Held,Fabian Hinrichs,Johanna Gastdorf,Andre Hennicke,Florian Stetter,Johannes Suhm,Maximilian Bruckner",3.0,"Drama, Foreign",Rated NR,117 minutes
187,americanese,2006,Eric Byler,"Chris Tashima,Allison Sie,Joan Chen,Kelly Hu,Ben Shenkman,Sab Shimono,Michale Paul Chan,Ryan Cutrona",3.5,,Rated NR,
188,adam & steve,2006,,"Craig Chester,Malcolm Gets,Parker Posey,Chris Kattan,Noah Segan,Sally Kirkland",2.0,"Comedy, Romance",Rated NR,99 minutes
189,atl,2006,Chris Robinson,"Tip Harris,Evan Ross,Lauren London,Antwan Andre Patton,Keith David,Jackie Long,Albert Daniels,Mykelti Williamson",3.0,Drama,Rated PG-13,105 minutes
190,ice age: the meltdown,2006,Carlos Saldanha,"Ray Romano,Denis Leary,Queen Latifah,Josh Peck,Jay Leno,Seann William Scott",2.5,"Adventure, Animation, Family",Rated PG,91 minutes
191,take the lead,2006,Liz Friedlander,"Antonio Banderas,Rob Brown,Alfre Woodard,Dante Basco,Yaya DaCosta,John Ortiz,Laura Benanti,Marcus T. Paulk",3.0,"Drama, Musical",Rated PG-13,108 minutes
192,don't come knocking,2006,Wim Wenders,"Sam Shepard,Jessica Lange,Tim Roth,Gabriel Mann,Sarah Polley,Fairuza Balk,Eva Marie Saint",2.5,"Drama, Music",Rated R,123 minutes
193,american gun,2006,,"Donald Sutherland,Forest Whitaker,Marcia Gay Harden,Linda Cardellini,Tony Goldwyn,Chris Marquette,Nikki Reed,Arlen Escarpeta",3.0,"Drama, Indie",Rated R,95 minutes
194,twelve and holding,2006,Michael Cuesta,"Conor Donovan,Jesse Camacho,Zoe Weizenbaum,Annabella Sciorra,Jeremy Renner,Linus Roache,Jayne Atkinson,Marcia Debonis,Michael Fuchs",3.5,"Drama, Indie",Rated R,90 minutes
195,an inconvenient truth,2006,Davis Guggenheim,Al Gore,4.0,Documentary,Rated PG,97 minutes
196,sketches of frank gehry,2006,Sydney Pollack,,3.0,Documentary,Rated PG-13,83 minutes
197,sir! no sir!,2006,David Zeiger,"Edward Asner,Jane Fonda,Donald Sutherland,Terry Whitmore,Donald Duncan,Howard Levy,Oliver Hirsch,Susan Schnall,Randy Rowland,Louis Font,Dave Cline,Bill Short,Dave Blalock,Greg Payton,Darnell Summers,Michael Wong,Joe Bangert,Richard Boyle,Jerry Lembcke,Terry Iverson,Tom Bernard,Keith Mather",3.0,,Rated NR,
198,chimes at midnight,1965,,,4.0,"Comedy, Drama, History",,117 minutes
199,the fast and the furious: tokyo drift,2006,Justin Lin,"Lucas Black,Sung Kang,Bow Wow,Brian Tee,Nathalie Kelley,Sonny Chiba,Jason Tobin,Zachery Ty Bryan",3.0,"Action, Adventure, Crime, Drama, Thriller",Rated PG-13,104 minutes
200,nacho libre,2006,,"Jack Black,Hector Jimenez,Richard Montoya,Lauro Chartrand,Troy Gentile,Moises Arias,Cesar Gonzalez",1.5,"Comedy, Family, Sports Film",Rated PG,92 minutes
201,cars,2006,"Joe Ranft, John Lasseter","Owen Wilson,Paul Newman,Bonnie Hunt,Cheech Marin,Tony Shalhoub,Richard Petty,Paul Dooley,Jeremy Piven,George Carlin,Michael Keaton",3.0,"Animation, Family",Rated G,117 minutes
202,the king,2006,James Marsh,"Gael Garcia Bernal,William Hurt,Pell James,Paul Dano,Laura Harring,Laura Clifton,Derek Alvarado,Milo Addica,Jessica Schwartz",3.5,,Rated R,
203,the omen,2006,John Moore,"Seamus Davey-Fitzpatrick,Liev Schreiber,Julia Stiles,Mia Farrow,David Thewlis,Pete Postlethwaite,Michael Gambon",3.0,"Drama, Horror, Thriller",Rated R,110 minutes
204,wah-wah,2006,Richard E. Grant,"Gabriel Byrne,Miranda Richardson,Nicholas Hoult,Emily Watson,Julie Walters,Celia Imrie,Julian Wadham,Fenella Woolgar",3.0,"Drama, Foreign",Rated R,120 minutes
205,the heart of the game,2006,Ward Serrill,"Ludacris,Bill Resler,Darnellia Russell,Devon Crosby Helms,Joyce Walker",3.5,"Documentary, Sports Film",Rated PG-13,97 minutes
206,the lake house,2006,Alejandro Agresti,"Keanu Reeves,Sandra Bullock,Shoreh Aghdashloo,Christopher Plummer,Ebon Moss-Bachrach",3.5,"Drama, Fantasy, Romance, Science Fiction",Rated PG,99 minutes
207,garfield: a tail of two kitties,2006,Tim Hill,"Bill Murray,Tim Curry,Breckin Meyer,Jennifer Love Hewitt,Billy Connolly,Roger Rees,Bob Hoskins,Jane Leeves,Jane Horrocks,Rhys Ifans",3.0,"Animation, Comedy, Family",Rated PG,80 minutes
208,the shining,1980,Stanley Kubrick,,4.0,"Drama, Horror, Thriller",Rated R,142 minutes
209,click,2006,Frank Coraci,"Adam Sandler,Christopher Walken,Kate Beckinsale,David Hasselhoff,Sean Astin,Rachel Dratch,Henry Winkler,Julie Kavner",2.0,"Comedy, Drama, Fantasy, Science Fiction",Rated PG-13,107 minutes
210,clean,2006,Olivier Assayas,"Maggie Cheung,Nick Nolte,James Johnston,James Dennis,Beatrice Dalle,Don McKellar,Martha Henry",3.5,"Drama, Foreign, Music",Rated R,111 minutes
211,three times,2006,Hou Hsiao-hsien,"Shi Qi,Chang Chen",4.0,"Crime, Drama, Foreign, Indie, Romance",Rated NR,136 minutes
212,peaceful warrior,2006,Victor Salva,"Nick Nolte,Scott Mechlowicz,Amy Smart,Tim Dekay,Paul Wesley,Ashton Holmes,Agnes Bruckner,B.J. Britt,Ray Wise",2.5,"Drama, Indie, Romance",Rated PG-13,120 minutes
213,wordplay,2006,Patrick Creadon,,3.0,Documentary,Rated NR,94 minutes
214,superman returns,2006,Bryan Singer,"Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden,Frank Langella,Sam Huntington,Eva Marie Saint,Parker Posey",2.0,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,154 minutes
215,wassup rockers,2006,Larry Clark,"Jonathan Velasquez,Francisco Pedrasa,Milton Velasquez,Usvaldo Panameno,Eddie Velasquez,Luis Rojas Salgado,Carlos Ramirez,Iris Zelaya,Ashley Maldonado,Laura Cellner",3.0,"Drama, Indie",Rated R,111 minutes
216,brick,2006,Rian Johnson,"Joseph Gordon-Levitt,Lukas Haas,Nora Zehetner,Matt O'Leary,Noah Segan,Noah Fleiss,Emilie de Ravin,Meagan Good",3.0,"Crime, Drama, Indie, Mystery, Thriller",Rated R,110 minutes
217,friends with money,2006,Nicole Holofcener,"Jennifer Aniston,Joan Cusack,Catherine Keener,Frances McDormand,Simon McBurney,Jason Isaacs,Greg Germann,Scott Caan,Bob Stephenson",2.0,"Comedy, Drama, Romance",Rated R,88 minutes
218,lucky number slevin,2006,Paul McGuigan,"Josh Hartnett,Lucy Liu,Ben Kingsley,Bruce Willis,Morgan Freeman,Stanley Tucci,Dorian Missick,Michael Rubenfeld,Janet Lane",2.0,"Action, Crime, Drama, Mystery, Thriller",Rated R,110 minutes
219,marilyn hotchkiss' ballroom dancing and charm school,2006,Randall Miller,"Marisa Tomei,John Goodman,Donnie Wahlberg,Sonia Braga,Robert Carlyle,Mary Steenburgen",2.0,"Comedy, Drama, Indie, Romance",Rated PG-13,103 minutes
220,ripley's game,2002,Liliana Cavani,,4.0,"Drama, Thriller",,110 minutes
221,on a clear day,2006,Gaby Dellal,"Peter Mullan,Brenda Blethyn,Billy Boyd,Ron Cook,Sean McGinley,Jamie Sives,Benedict Wong,Jodhi May",2.0,"Drama, Foreign, Indie",Rated PG-13,98 minutes
222,the wild,2006,Steve,"Kiefer Sutherland,James Belushi,Janeane Garofalo,William Shatner,Eddie Izzard,Greg Cipes,Richard Kind",3.0,"Adventure, Animation, Family",Rated G,94 minutes
223,l'enfant,2006,"Carl-Friedrich Koschnick, Carl-Friedrich Koschnick","Jeremie Renier,Deborah Francois,Mireille Bailly,Jeremie Segard,Fabrizio Rongione,Olivier Gourmet,Samuel De Ryck",4.0,,Rated R,
224,subject two,2006,Philip Chidel,"Christian Oliver,Dean Stapleton,Courtney Mace,Jurgen Jones",2.0,"Horror, Science Fiction, Thriller",Rated NR,93 minutes
225,the syrian bride,2006,Eran Riklis,"Clara Khoury,Hiam Abbass,Makram Khoury,Derar Sliman,Ashraf Barhom,Eyad Sheety,Evelyn Kaplun,Julie-Anne Roth,Adnan Tarabshi,Marlene Bajali",3.0,"Drama, Foreign",Rated NR,97 minutes
226,la mujer de mi hermano,2006,Ricardo de Montreuil,"Barbara Mori,Christian Meier,Manolo Cardona,Beto Cuevas,Bruno Bichir,Angelica Aragon",1.0,"Drama, Foreign, Romance",Rated R,89 minutes
227,the devil and daniel johnston,2006,Jeff Feuerzeig,"Daniel Johnston,Louis Black,Bill Johnston,Mabel Johnston,Jeff Tartakov,Kathy McCarty,Gibby Haynes,Jad Fair",3.0,"Documentary, Indie",Rated PG-13,110 minutes
228,american dreamz,2006,Paul Weitz,"Hugh Grant,Dennis Quaid,Mandy Moore,Willem Dafoe,Marcia Gay Harden,Chris Klein,Jennifer Coolidge,Seth Meyers",3.0,"Comedy, Drama, Family, Musical",Rated PG-13,107 minutes
229,take my eyes,2006,Iciar Bollain,"Laia Marull,Luis Tosar,Candela Pena,Rosa Maria Sarda,Kiti Manver,Sergi Calleja,Nicolas Fernandez Luna,Elisabet Gelabert,Chus Gutierrez,David Mooney,Elena Irureta",3.5,Drama,Rated NR,109 minutes
230,the sentinel,2006,Clark Johnson,"Michael Douglas,Kiefer Sutherland,Kim Basinger,Eva Longoria,David Rasche,Raoul Bhaneja,Simon Reynolds,Danny A. Gonzales",3.0,"Action, Adventure, Drama, Thriller",Rated PG-13,108 minutes
231,kinky boots,2006,Julian Jarrold,"Joel Edgerton,Chiwetel Ejiofor,Nick Frost,Linda Bassett,Kellie Bright,Mona Hammond,Sarah-Jane Potts,Josh Cole",3.0,"Comedy, Drama, Foreign, Indie",Rated PG-13,107 minutes
232,silent hill,2006,Christophe Gans,"Radha Mitchell,Laurie Holden,Sean Bean,Deborah Kara Unger,Tanya Allen,Jodelle Ferland,Kim Coates,Alice Krige",1.5,"Adventure, Horror, Thriller",Rated R,126 minutes
233,the long goodbye,1973,"Robert Altman,Edward Dmytryk,Howard Hawks,Paul Bogart,Dick Richards,Michael Winner",,4.0,"Crime, Drama, Mystery, Thriller",Rated R,112 minutes
234,the notorious bettie page,2006,Mary Harron,"Gretchen Mol,Lili Taylor,Chris Bauer,Jonathan M. Woodward,David Strathairn,Cara Seymour,Tara Subkoff,Kevin Carroll,Molly Moore",3.5,Drama,Rated R,91 minutes
235,look both ways,2006,Sarah Watt,"William McInnes,Justine Clarke,Anthony Hayes,Lisa Flanagan,Andrew S. Gilbert,Daniela Farinacci,Sacha Horler,Maggie Dence,Edwin Hodgeman,Andreas Sobik",3.5,"Drama, Foreign, Indie, Romance",Rated PG-13,100 minutes
236,stick it,2006,Jessica Bendinger,"Jeff Bridges,Missy Peregrym,Vanessa Lengies,Tarah Paige,Nikki SooHoo,Maddy Curley,Kellan Lutz,John Patrick Amedori",2.0,"Comedy, Drama, Family, Sports Film",Rated PG-13,103 minutes
237,hard candy,2006,David Slade,"Patrick Wilson,Ellen Page,Sandra Oh,Jennifer Holmes,Gilbert John",3.5,"Crime, Drama, Romance, Thriller",Rated R,103 minutes
238,akeelah and the bee,2006,Doug Atchison,"Keke Palmer,Angela Bassett,Laurence Fishburne,Curtis Armstrong,J.R. Villarreal,Sahara Garey,Sean Michael Afable,Erica Hubbard",4.0,"Drama, Family, Indie",Rated PG,112 minutes
239,united 93,2006,Paul Greengrass,"J.J. Johnson,Gregg Henry,David Alan Basche,Christian Clemenson,Becky London,Trish Gates,Cheyenne Jackson,Chip Zien",4.0,"Drama, Foreign, History",Rated R,111 minutes
240,hoot,2006,Wil Shriner,"Logan Lerman,Brie Larson,Cody Linley,Luke Wilson,Eric Phillips,Dean Collins,Jimmy Buffett,Tim Blake Nelson",1.5,"Drama, Family",Rated PG,91 minutes
241,water,2006,Deepa Mehta,"Sarala,Lisa Ray,Seema Biswas,John Abraham,Manorma,Raghuvir Yadav,Kulbhushan Kharbanda,Waheeda Rehman,Vinay Pathak",3.0,"Drama, Eastern, Foreign, Romance",Rated PG-13,115 minutes
242,army of shadows,1969,Jean-Pierre Melville,,4.0,"Drama, Foreign, History, Thriller",Rated NR,139 minutes
243,rv,2006,Barry Sonnenfeld,"Robin Williams,Cheryl Hines,Joanna ""JoJo"" Levesque,Josh Hutcherson,Jeff Daniels,Kristin Chenoweth,Hunter Parrish,Chloe Sonnenfeld",2.0,"Adventure, Comedy, Family",Rated PG,99 minutes
244,over the hedge,2006,Tim Johnson,"Bruce Willis,Garry Shandling,Steve Carell,Wanda Sykes,William Shatner,Eugene Levy,Nick Nolte,Thomas Haden Church,Allison Janney,Omid Djalili,Avril Lavigne,Catherine O'Hara",3.0,"Adventure, Animation, Family",Rated PG,83 minutes
245,x-men: the last stand,2006,Brett Ratner,"Hugh Jackman,Patrick Stewart,Ian McKellen,Halle Berry,Famke Janssen,Kelsey Grammer",3.0,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,104 minutes
246,the sisters,2006,Arthur Allan Seidelman,"Maria Bello,Mary Stuart Masterson,Erika Christensen,Eric McCormack,Chris O'Donnell,Tony Goldwyn,Steven Culp,Alessandro Nivola,Elizabeth Banks,Rip Torn",2.0,"Drama, Foreign, Horror",Rated R,113 minutes
247,the proposition,2006,John Hillcoat,"Guy Pearce,Ray Winstone,Richard Wilson,Emily Watson,Danny Huston,John Hurt,David Wenham,Noah Taylor,David Gulpilil,Leah Purcell,Tom E. Lewis",4.0,,Rated R,
248,bee season,2005,"Scott McGehee,David Siegel","Richard Gere,Juliette Binoche,Flora Cross,Max Minghella,Kate Bosworth,Robyn Blair,Justin Alioto",4.0,"Drama, Family",Rated PG-13,104 minutes
249,get rich or die tryin',2005,Jim Sheridan,"Terrence Howard,Joy Bryant,Bill Duke,Adewale Akinnouye-Agbaje,Omar Benson Miller,Viola Davis",3.0,"Action, Adventure, Crime, Drama, Musical",Rated R,117 minutes
250,zathura,2005,Jon Favreau,"Josh Hutcherson,Jonah Bobo,Tim Robbins,Dax Shepard,Kristen Stewart,Frank Oz",3.0,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",Rated PG,113 minutes
